,id,title,address,coordinate,tel,p,c,d,longitude,latitude
1797,1797,上海彰耀贸易中心,上海市普陀区杨柳青路398号,"121.400954,31.238175",15821099271,上海市,上海市市辖区,普陀区,121.400954,31.238175
1798,1798,上海鑫马电动车车行,上海市普陀区桃浦镇银杏路82号,"121.345999,31.286801",15000612447,上海市,上海市市辖区,普陀区,121.345999,31.286801
1799,1799,上海市普陀区阿明电动车行,上海市普陀区古浪路603号,"121.381679,31.283588",15800347419,上海市,上海市市辖区,普陀区,121.381679,31.283588
1800,1800,上海庚烁贸易商行,上海市虹口区水电路645弄14号(651号）,"121.47629,31.282",13817911848,上海市,上海市市辖区,虹口区,121.47629,31.282
1801,1801,来来来助动车,提篮桥街道,"121.49243429303168,31.253318931887286",15800375356,上海市,上海市市辖区,虹口区,121.49243429303168,31.253318931887286
1802,1802,郭远车行,上海市虹口区江湾镇街道奎照路411弄小区,"121.477569,31.299976",13122279791,上海市,上海市市辖区,虹口区,121.477569,31.299976
1803,1803,上海市杨浦区葛三车行,上海市杨浦区沙岗路536，538号,"121.536937,31.298879",13611715838,上海市,上海市市辖区,杨浦区,121.536937,31.298879
1804,1804,上海乃疆车行,上海杨浦区辽源西路146号,"121.510966,31.268692",13816238309,上海市,上海市市辖区,杨浦区,121.510966,31.268692
1805,1805,上海广童宝贸易有限公司,上海市杨浦区政立路796号,"121.495778,31.307827",15300680680,上海市,上海市市辖区,杨浦区,121.495778,31.307827
1806,1806,上海市杨浦区晓富非机动车修理行(直营),上海市杨浦区翔殷路481号近包头南路,"121.537755,31.30644",13311711855,上海市,上海市市辖区,杨浦区,121.537755,31.30644
1807,1807,上海市杨浦区小梅电动自行车行,杨浦区包头路1087号,"121.537813,31.329951",,上海市,上海市市辖区,杨浦区,121.537813,31.329951
1808,1808,上海市闵行区舒雯电动车经营部,上海闵行区东川路2673号,"121.401069,31.008715",18121094015,上海市,上海市市辖区,闵行区,121.401069,31.008715
1809,1809,上海枝坤商贸有限公司,上海闵行区颛建路8号,"121.399363,31.070558",13472680642,上海市,上海市市辖区,闵行区,121.399363,31.070558
1810,1810,上海李姚贸易有限责任公司,上海市闵行区北翟路1551号85幢一层A/A1室,"121.34036,31.223758",17317315373,上海市,上海市市辖区,闵行区,121.34036,31.223758
1811,1811,上海市闵行区黄军电动车销售部,上海市闵行区颛桥镇中春路988号10幢1层A区,"121.399156,31.039146",17740838002,上海市,上海市市辖区,闵行区,121.399156,31.039146
1812,1812,上海市闵行区季勇车行,上海市闵行区北翟支路62号,"121.295784,31.20351",15300927138,上海市,上海市市辖区,闵行区,121.295784,31.20351
1813,1813,上海小谢车行,虹梅南路1559号,"121.426888,31.11783",13641627704,上海市,上海市市辖区,闵行区,121.426888,31.11783
1814,1814,上海银乘商贸有限公司(直营),上海闵行区吴中路615号,"121.399154,31.18241",13564345949,上海市,上海市市辖区,闵行区,121.399154,31.18241
1815,1815,上海永蓄摩托车销售有限公司-苏召路店(直营),上海浦东新区苏召路1428号,"121.537222,31.099636",15002143915,上海市,上海市市辖区,闵行区,121.537222,31.099636
1816,1816,卢飞,上海交通大学东川路800号,"121.431007,31.016939",15221882510,上海市,上海市市辖区,闵行区,121.431007,31.016939
1817,1817,上海市闵行区倪思涛车行(直营),上海闵行区华漕镇北翟路1552号,"121.339019,31.224324",15001901164,上海市,上海市市辖区,闵行区,121.339019,31.224324
1818,1818,李香花,闵行区北桥镇新苗路168号,"121.407719,31.039582",18221237167,上海市,上海市市辖区,闵行区,121.407719,31.039582
1819,1819,上海市闵行区宏昊电动车经营部,上海市闵行区莘北路54号,"121.374011,31.114679",13661579301,上海市,上海市市辖区,闵行区,121.374011,31.114679
1820,1820,上海市闵行区浦江镇敬李电动车经营部(直营),上海市闵行区闸航路2503号,"121.53716,31.01936",13918545563,上海市,上海市市辖区,闵行区,121.53716,31.01936
1821,1821,闵行区佳龙摩托车配件商店(直营),上海市闵行区浦江镇沈杜路与三鲁公路交叉路口,"121.523102,31.076325",,上海市,上海市市辖区,闵行区,121.523102,31.076325
1822,1822,花桥新日电动车,平阳路1018号,"121.392664,31.136839",15000120417,上海市,上海市市辖区,闵行区,121.392664,31.136839
1823,1823,上海市闵行区伟忠车行,上海市闵行区锦梅路646-730号第15间,"121.425849,31.1162",13052030838,上海市,上海市市辖区,闵行区,121.425849,31.1162
1824,1824,上海市闵行区荆芡车行,上海市闵行区莘庄工业区申北路595号,"121.376161,31.0879",15021439979,上海市,上海市市辖区,闵行区,121.376161,31.0879
1825,1825,上海琴通电动车有限公司,上海市闵行区七宝镇沪松公路199号,"121.344635,31.152463",13701683612,上海市,上海市市辖区,闵行区,121.344635,31.152463
1826,1826,上海李奎贸易有限公司,宝山区松兰路1072号,"121.443704,31.382924",13482693026,上海市,上海市市辖区,宝山区,121.443704,31.382924
1827,1827,上海乘骏实业有限公司,上海市宝山区长江南路405--409号,"121.483605,31.335586",15921939259,上海市,上海市市辖区,宝山区,121.483605,31.335586
1828,1828,上海翊斐贸易有限公司,上海市宝山区电台路316号,"121.393857,31.350804",13761819349,上海市,上海市市辖区,宝山区,121.393857,31.350804
1829,1829,上海市宝山区老李车行,上海市宝山区庙行镇和康路70号,"121.442101,31.325504",13601708908,上海市,上海市市辖区,宝山区,121.442101,31.325504
1830,1830,上海市宝山区俊世摩托车经营部,宝山区大场镇南大路4-8号,"121.357514,31.291029",18918629550,上海市,上海市市辖区,宝山区,121.357514,31.291029
1831,1831,宝山区罗店镇利达自行车商店(直营),宝山区罗店镇罗升路256号,"121.342351,31.411235",13761529369,上海市,上海市市辖区,宝山区,121.342351,31.411235
1832,1832,上海新煌商贸有限公司(直营),宝山区大场镇环镇北路349号,"121.409179,31.308232",13764930308,上海市,上海市市辖区,宝山区,121.409179,31.308232
1833,1833,上海市浩天自行车商店(直营),宝山区大场泸太支路1528号,"121.489612,31.405457",13331923688,上海市,上海市市辖区,宝山区,121.489612,31.405457
1834,1834,上海市宝山区华鑫自行车商店(直营),宝山区罗泾镇陈镇路226-228号,"121.341389,31.482038",13681980598,上海市,上海市市辖区,宝山区,121.341389,31.482038
1835,1835,上海市宝山区永盛电瓶车商店(直营),上海宝山区顾北东路482,"121.408606,31.357517",13817339631,上海市,上海市市辖区,宝山区,121.408606,31.357517
1836,1836,上海尚品电动车专卖(直营),宝山区德都路200-9号,"121.425114,31.410255",13127901434,上海市,上海市市辖区,宝山区,121.425114,31.410255
1837,1837,宝山区周进自行车商店,宝山区陈川路210号,"121.339785,31.479329",13524661566,上海市,上海市市辖区,宝山区,121.339785,31.479329
1838,1838,一二八纪念路,128纪念路601号,"121.454903,31.327078",15921292557,上海市,上海市市辖区,宝山区,121.454903,31.327078
1839,1839,钱森商贸有限公司(直营),闸北区长江西路2311号,"121.436044,31.329255",13817359826,上海市,上海市市辖区,宝山区,121.436044,31.329255
1840,1840,上海市宝山区超威百货经营部(直营),上海市宝山区长江路550-14号一层,"121.488537,31.348543",13818880833,上海市,上海市市辖区,宝山区,121.488537,31.348543
1841,1841,上海健茂贸易有限公司,上海市宝山区牡丹江路568-570号,"121.494246,31.385637",13167165228,上海市,上海市市辖区,宝山区,121.494246,31.385637
1842,1842,上海遇申贸易有限公司,上海市宝山区锦秋路984号,"121.386449,31.319952",17317228838,上海市,上海市市辖区,宝山区,121.386449,31.319952
1843,1843,上海鳌忝贸易有限公司,上海市宝山区爱辉路211号,"121.454826,31.332761",13967452751,上海市,上海市市辖区,宝山区,121.454826,31.332761
1844,1844,天能电池（小刀电动车）,东西巷街与塘西街交叉口南50米,"121.342871,31.414452",15301705337,上海市,上海市市辖区,宝山区,121.342871,31.414452
1845,1845,上海市嘉定区南翔镇晓张车行,上海嘉定区南翔镇古琦园路518号,"121.312365,31.2954",13918978511,上海市,上海市市辖区,嘉定区,121.312365,31.2954
1846,1846,上海首闯实业有限公司,上海市嘉定区沪宜公路4544号（霍城路路口）,"121.225635,31.368642",13917432029,上海市,上海市市辖区,嘉定区,121.225635,31.368642
1847,1847,上海巍光贸易有限公司,上海嘉定区马陆镇宝安公路3531号,"121.276704,31.328469",13817792751,上海市,上海市市辖区,嘉定区,121.276704,31.328469
1848,1848,上海市嘉定区外冈镇永尚电动自行车经营部,上海市嘉定区外冈镇嘉松北路424号,"121.178331,31.361049",13524082881,上海市,上海市市辖区,嘉定区,121.178331,31.361049
1849,1849,上海万酝腾贸易商行,上海市嘉定区清河路453弄7号,"121.234296,31.37548",13023131253,上海市,上海市市辖区,嘉定区,121.234296,31.37548
1850,1850,上海卓秋贸易有限公司,嘉定区江桥镇曹安公路沃尔玛楼下,"121.26939,31.273551",18918079336,上海市,上海市市辖区,嘉定区,121.26939,31.273551
1851,1851,上海军义贸易有限公司,上海市嘉定区黄渡镇嘉松北路6991号,"121.212222,31.27131",15901775157,上海市,上海市市辖区,嘉定区,121.212222,31.27131
1852,1852,上海市嘉定区安亭镇阿桂电动车车行,上海嘉定区安亭镇方泰镇花园浜路73-75号,"121.21589,31.316641",13120691281,上海市,上海市市辖区,嘉定区,121.21589,31.316641
1853,1853,上海嘉定区南翔镇飞翔车行(直营),上海嘉定区南翔镇德华路419号,"121.31155,31.29384",13361918120,上海市,上海市市辖区,嘉定区,121.31155,31.29384
1854,1854,上海凯耀贸易有限公司(直营),上海嘉定区封浜镇星华公路1656号,"121.304789,31.25614",13818921600,上海市,上海市市辖区,嘉定区,121.304789,31.25614
1855,1855,上海嘉定区马陆镇广辉电瓶车车行(直营),上海嘉定区马陆镇沪宜公路2102号,"121.284988,31.330393",18939905136,上海市,上海市市辖区,嘉定区,121.284988,31.330393
1856,1856,嘉定区马陆镇刚强摩托车修理部(直营),上海嘉定区戬浜镇嘉戬公路588号对面,"121.289606,31.378129",13764651950,上海市,上海市市辖区,嘉定区,121.289606,31.378129
1857,1857,上海宜馨贸易商行(直营),上海嘉定区清河路436号,"121.235202,31.377032",13391040790,上海市,上海市市辖区,嘉定区,121.235202,31.377032
1858,1858,上海市松江区九亭镇候磊车行(直营),嘉定区江桥镇华江路900号,"121.325568,31.23757",13501708137,上海市,上海市市辖区,嘉定区,121.325568,31.23757
1859,1859,上海市嘉定区嘉定工业区北区李杨电瓶车经营部(直营),嘉定区霍城路与沪宜公路交汇处,"121.226039,31.368465",13917432029,上海市,上海市市辖区,嘉定区,121.226039,31.368465
1860,1860,上海市嘉定区菊园新区建成自行车经营部(直营),上海市嘉定区菊园新区平城路2319,"121.220037,31.38078",13818691670,上海市,上海市市辖区,嘉定区,121.220037,31.38078
1861,1861,罗林成(直营),上海嘉定区江桥镇曹安公路沃尔玛楼下,"121.26939,31.273551",18918079336,上海市,上海市市辖区,嘉定区,121.26939,31.273551
1862,1862,上海铭崖贸易发展有限公司,嘉定区南翔镇德华路697号,"121.306551,31.291826",13801828843,上海市,上海市市辖区,嘉定区,121.306551,31.291826
1863,1863,嘉塘公路红菱摩托修理部,嘉定区嘉塘路515号,"121.2653,31.375602",,上海市,上海市市辖区,嘉定区,121.2653,31.375602
1864,1864,上海欧滨贸易有限公司,上海嘉定区嘉罗公路465号,"121.261734,31.385098",13524477289,上海市,上海市市辖区,嘉定区,121.261734,31.385098
1865,1865,杰林电动车,江桥镇,"121.30874052643779,31.26543650960979",13816214891,上海市,上海市市辖区,嘉定区,121.30874052643779,31.26543650960979
1866,1866,雅鸽电动车,上海市嘉定区菊园新区上海加生农机经营部菊园新区,"121.245543,31.393173",13916325553,上海市,上海市市辖区,嘉定区,121.245543,31.393173
1867,1867,上海骄驰摩托车销售有限公司,浦东新区城东路837号,"121.76298,31.052089",13916376828,上海市,上海市市辖区,浦东新区,121.76298,31.052089
1868,1868,上海市浦东新区航头镇双建车行,南汇区鹤沙路171号,"121.599693,31.081638",13585581201,上海市,上海市市辖区,浦东新区,121.599693,31.081638
1869,1869,上海茜瑛电动车有限公司,上海市浦东新区川沙镇川沙路5140号,"121.698673,31.190141",17091876371,上海市,上海市市辖区,浦东新区,121.698673,31.190141
1870,1870,上海敏菊车业有限公司,上海市浦东新区周浦镇康沈公路2218号,"121.576172,31.117183",13801797301,上海市,上海市市辖区,浦东新区,121.576172,31.117183
1871,1871,上海炫琴贸易有限公司,上海浦东新区大团镇三宣公路365号,"121.756429,30.991739",13621800635,上海市,上海市市辖区,浦东新区,121.756429,30.991739
1872,1872,上海港月摩托车销售有限公司,上海市浦东新区老港镇良欣路456号,"121.847885,31.045815",13916526048,上海市,上海市市辖区,浦东新区,121.847885,31.045815
1873,1873,上海剑文贸易有限公司,上海市浦东新区高科西路2970弄2号,"121.560606,31.189124",13916340994 18321938289,上海市,上海市市辖区,浦东新区,121.560606,31.189124
1874,1874,上海助格实业有限公司,上海浦东新区唐镇唐镇路369号,"121.654891,31.209682",13248305120,上海市,上海市市辖区,浦东新区,121.654891,31.209682
1875,1875,上海市浦东新区高桥镇菊新车行,上海浦东新区高桥镇大同路660号,"121.576259,31.339815",13601743601,上海市,上海市市辖区,浦东新区,121.576259,31.339815
1876,1876,上海继望摩托车销售有限公司,浦东新区金桥博兴路851号,"121.590839,31.265221",13564900465,上海市,上海市市辖区,浦东新区,121.590839,31.265221
1877,1877,上海龙犇贸易有限公司,浦东新区凌桥江东路1428号,"121.544403,31.364909",13916126192,上海市,上海市市辖区,浦东新区,121.544403,31.364909
1878,1878,上海市浦东新区南码头街道小任电动自行车经营部,浦东新区浦三路672号（高科西路交口）,"121.516816,31.187496",13901903598,上海市,上海市市辖区,浦东新区,121.516816,31.187496
1879,1879,上海逐风商贸有限公司,上海市浦东新区杨新路14号,"121.496997,31.163887",13816081562,上海市,上海市市辖区,浦东新区,121.496997,31.163887
1880,1880,上海市浦东新区宣桥镇小梁车业商贸行,上海市浦东新区下盐路3705号,"121.70765,31.06878",15000826088,上海市,上海市市辖区,浦东新区,121.70765,31.06878
1881,1881,上海市浦东新区川沙新镇先锋摩托车商行,上海市浦东新区六灶镇周祝公路2251号,"121.695802,31.116058",13601929388,上海市,上海市市辖区,浦东新区,121.695802,31.116058
1882,1882,上海小波摩托车销售商行,浦东新区张江镇川北公路新日电动车专卖店,"121.613092,31.206288",13818113192,上海市,上海市市辖区,浦东新区,121.613092,31.206288
1883,1883,上海市浦东新区航头镇苏忠自行车销售部,浦东新区沪南公路6118号,"121.60201,31.025306",15000912972,上海市,上海市市辖区,浦东新区,121.60201,31.025306
1884,1884,上海绮帘经贸发展有限公司(直营),上海市浦东新区三灶下盐路3893号,"121.712221,31.068922",18939782538,上海市,上海市市辖区,浦东新区,121.712221,31.068922
1885,1885,上海琦鲁商贸有限公司,张扬路1707号,"121.545944,31.237047",,上海市,上海市市辖区,浦东新区,121.545944,31.237047
1886,1886,上海市浦东新区曹路镇银峰杂货店,浦东新区曹路镇银峰路541号,"121.68923,31.26621",13907672387,上海市,上海市市辖区,浦东新区,121.68923,31.26621
1887,1887,上海贸亮实业有限公司,浦东新区德平路1124号,"121.56934,31.240225",15201775940,上海市,上海市市辖区,浦东新区,121.56934,31.240225
1888,1888,上海爽骑摩托车销售有限公司,上海市浦东新区林鸣路21号,"121.519969,31.130275",13611935066,上海市,上海市市辖区,浦东新区,121.519969,31.130275
1889,1889,福俊摩托(直营),浦东新区张杨路1707号,"121.545944,31.236956",15000313444,上海市,上海市市辖区,浦东新区,121.545944,31.236956
1890,1890,上海随发贸易有限公司,上海浦东新区陈春路272号与新浦路交叉路口,"121.536548,31.168853",18321173961(%u9AD8%u65B9%u660E),上海市,上海市市辖区,浦东新区,121.536548,31.168853
1891,1891,上海齐豪锁具有限公司(直营),上海市浦东新区金桥路2690弄38号,"121.603267,31.231403",13611919390,上海市,上海市市辖区,浦东新区,121.603267,31.231403
1892,1892,上海随发贸易有限公司(直营),浦东新区东明路1201号,"121.514653,31.161097",13651668133,上海市,上海市市辖区,浦东新区,121.514653,31.161097
1893,1893,上海大个子摩托销售有限公司,浦东区川沙路1245号,"121.678382,31.261728",13916966559,上海市,上海市市辖区,浦东新区,121.678382,31.261728
1894,1894,张江镇王贤所电动车商行(直营),浦东新区军民路9号,"121.632784,31.178593",13916006156,上海市,上海市市辖区,浦东新区,121.632784,31.178593
1895,1895,上海乐叶建材有限公司,上海浦东新区杨园镇赵高路1568号,"121.638216,31.29967",13611738729,上海市,上海市市辖区,浦东新区,121.638216,31.29967
1896,1896,上海市浦东新区惠南镇航顺摩托车商店,上海浦东新区六团镇川六公路1717号,"121.72568,31.154226",13122941186,上海市,上海市市辖区,浦东新区,121.72568,31.154226
1897,1897,上海小波摩托车销售商行,上海浦东新区古桐路47号,"121.612986,31.203363",18964339560  13818113192,上海市,上海市市辖区,浦东新区,121.612986,31.203363
1898,1898,上海浦东新区合庆镇双心自行车商店(直营),上海浦东新区合庆镇东川公路7568号,"121.725432,31.21982",15821819965,上海市,上海市市辖区,浦东新区,121.725432,31.21982
1899,1899,上海福俊摩托车销售有限公司(直营),上海浦东新区张扬路1707号,"121.5798,31.256508",15000313444%u8C22%u603B,上海市,上海市市辖区,浦东新区,121.5798,31.256508
1900,1900,上海永蓄摩托车销售有限公司(直营),上海浦东新区上南路5165号,"121.519582,31.129752",13611935066,上海市,上海市市辖区,浦东新区,121.519582,31.129752
1901,1901,上海惠供摩托车销售有限公司(直营),上海浦东新区惠南镇城东路270-272号,"121.763079,31.050114",15821376488,上海市,上海市市辖区,浦东新区,121.763079,31.050114
1902,1902,上海浦东新区泥城镇成发车行兄弟连锁(直营),上海浦东新区泥城镇南芦公路460号,"121.828348,30.900578",13585867905,上海市,上海市市辖区,浦东新区,121.828348,30.900578
1903,1903,上海浦东晓昕工贸有限公司(直营),上海浦东新区川沙镇川沙路5101号,"121.698701,31.190876",13052006011,上海市,上海市市辖区,浦东新区,121.698701,31.190876
1904,1904,上海彩郁贸易有限公司(直营),上海市浦东新区川南奉公路6409号,"121.775773,31.014221",18916762225,上海市,上海市市辖区,浦东新区,121.775773,31.014221
1905,1905,上海锃兴工贸有限公司(直营),上海浦东新区张江镇孙桥路428弄1-2号,"121.630441,31.177544",13301878729,上海市,上海市市辖区,浦东新区,121.630441,31.177544
1906,1906,上海春芳车行有限公司(直营),上海浦东新区东海镇盐朝公路776号,"121.808692,31.092834",13621800945,上海市,上海市市辖区,浦东新区,121.808692,31.092834
1907,1907,上海南汇区先锋摩托车商行,上海浦东新区六灶镇周祝公路2251号,"121.695802,31.116058",13601929388,上海市,上海市市辖区,浦东新区,121.695802,31.116058
1908,1908,上海秀民摩托车销售有限公司,上海浦东新区航头镇富航路9号,"121.596972,31.027473",13122507228,上海市,上海市市辖区,浦东新区,121.596972,31.027473
1909,1909,上海吉源摩托车销售有限公司(直营),上海浦东新区上南路1640号,"121.496617,31.167939",13801902774,上海市,上海市市辖区,浦东新区,121.496617,31.167939
1910,1910,上海敏菊车业有限公司(直营),上海浦东新区祝桥镇东大街12号,"121.757006,31.116769",13801797562,上海市,上海市市辖区,浦东新区,121.757006,31.116769
1911,1911,上海随发贸易有限公司（永泰路店）(直营),浦东新区永泰路1404号,"121.530705,31.143759",13651668133,上海市,上海市市辖区,浦东新区,121.530705,31.143759
1912,1912,上海南汇区宣桥镇小乔摩托车配件经营部(直营),上海市浦东新区三灶镇下盐公路3959号,"121.714851,31.069277",13671654178,上海市,上海市市辖区,浦东新区,121.714851,31.069277
1913,1913,瞿军(直营),浦东新区芦潮港镇渔港路70号,"121.848509,30.876325",13801919392,上海市,上海市市辖区,浦东新区,121.848509,30.876325
1914,1914,新世纪摩托车商店,南汇区古恩路42号,"121.644707,31.073174",,上海市,上海市市辖区,浦东新区,121.644707,31.073174
1915,1915,上海尚品电动车(直营),浦东新区晨阳路68号,"121.748138,31.175553",13166343363,上海市,上海市市辖区,浦东新区,121.748138,31.175553
1916,1916,上海随发贸易有限公司(直营),上海浦东新区永泰路1466号,"121.531709,31.144085",13651668133,上海市,上海市市辖区,浦东新区,121.531709,31.144085
1917,1917,上海市浦东新区机场镇施湾三路王伟电动车行(直营),上海市浦东新区机场镇施湾三路982-11号,"121.751187,31.14267",15921814510,上海市,上海市市辖区,浦东新区,121.751187,31.14267
1918,1918,上海南汇区宣桥镇小乔摩托车配件经营部(直营),上海市浦东新区三灶镇下盐公路3959号,"121.714851,31.069277",13671654178,上海市,上海市市辖区,浦东新区,121.714851,31.069277
1919,1919,周浦新日,周浦镇,"121.58151447772977,31.104818494956614",58115805,上海市,上海市市辖区,浦东新区,121.58151447772977,31.104818494956614
1920,1920,鹤沙路新日,航头镇,"121.60020947456363,31.081910884441683",13585581201,上海市,上海市市辖区,浦东新区,121.60020947456363,31.081910884441683
1921,1921,中港新日,东港公路与牛肚支路交叉口东北50米,"121.833428,31.041334",13916526048,上海市,上海市市辖区,浦东新区,121.833428,31.041334
1922,1922,上海炫琴贸易有限公司,大团镇,"121.75768733024603,30.991115082121553",13621800635,上海市,上海市市辖区,浦东新区,121.75768733024603,30.991115082121553
1923,1923,上海市浦东新区曹路镇鸣钻电动自行车店,上海市浦东新区曹路镇海鸣路82号,"121.67127,31.28352",15002103379,上海市,上海市市辖区,浦东新区,121.67127,31.28352
1924,1924,上海娇驰摩托车销售有限公司,惠南镇,"121.76304370164874,31.05205506373423",13916376828,上海市,上海市市辖区,浦东新区,121.76304370164874,31.05205506373423
1925,1925,上海市浦东新区曹路镇安乐家电商店,上海市浦东新区曹路镇民春路237号,"121.66194,31.274021",18962435603,上海市,上海市市辖区,浦东新区,121.66194,31.274021
1926,1926,川沙镇新日,川沙新镇,"121.69865861535074,31.190103489089662",13248108265,上海市,上海市市辖区,浦东新区,121.69865861535074,31.190103489089662
1927,1927,上海紫风电动车有限公司,上海市浦东新区张扬路1711号,"121.5798,31.256508",13162023036,上海市,上海市市辖区,浦东新区,121.5798,31.256508
1928,1928,张扬路门店,洋泾街道,"121.54618844389917,31.236960601280995",13162023036,上海市,上海市市辖区,浦东新区,121.54618844389917,31.236960601280995
1929,1929,上海市浦东新区高东镇张家宅摩托车修理部,上海市浦东新区高东镇园一路120号,"121.632004,31.317443",13611764283,上海市,上海市市辖区,浦东新区,121.632004,31.317443
1930,1930,上海爽骑摩托车销售有限公司,上海市浦东新区林鸣路21号,"121.519969,31.130275",13611935066,上海市,上海市市辖区,浦东新区,121.519969,31.130275
1931,1931,上海明龙投资管理有限公司,上海市浦东新区航头镇富航路26号,"121.597246,31.029545",13916572619,上海市,上海市市辖区,浦东新区,121.597246,31.029545
1932,1932,上海市浦东新区高桥镇栋风电动车经营部,上海市浦东新区凌桥镇江东路1463号,"121.536211,31.367726",13381812337,上海市,上海市市辖区,浦东新区,121.536211,31.367726
1933,1933,上海大个子实业发展有限公司,上海市浦东新区龚华路新日电动车专卖店,"121.686211,31.261898",13764651165,上海市,上海市市辖区,浦东新区,121.686211,31.261898
1934,1934,军民路,张江镇,"121.6327875852585,31.178660097523885",13961006156,上海市,上海市市辖区,浦东新区,121.6327875852585,31.178660097523885
1935,1935,塘桥,塘桥街道,"121.51518613100056,31.211056889294102",18818071985,上海市,上海市市辖区,浦东新区,121.51518613100056,31.211056889294102
1936,1936,塘桥,塘桥街道,"121.51518613100056,31.211056889294102",18818071985,上海市,上海市市辖区,浦东新区,121.51518613100056,31.211056889294102
1937,1937,上海帝鲍工贸有限公司,上海市金山区张堰镇松金公路2758号10幢A1018,"121.2919,30.81006",15921154952,上海市,上海市市辖区,金山区,121.2919,30.81006
1938,1938,上海芮临贸易有限公司,上海金山区枫泾镇泾商路99弄3062号,"121.009249,30.903876",17721340861,上海市,上海市市辖区,金山区,121.009249,30.903876
1939,1939,上海市金山区夏玉妹家用电器经营部,上海市金山区金山卫镇学府路771号,"121.321671,30.730724",18930420982,上海市,上海市市辖区,金山区,121.321671,30.730724
1940,1940,上海市金山区堰军摩托经营部,上海市金山区张堰镇松金公路2678号,"121.291338,30.807292",18019289189,上海市,上海市市辖区,金山区,121.291338,30.807292
1941,1941,上海市金山区龙辉车行(直营),上海市金山区朱漕公路珠港街181-185号,"121.342305,30.847108",13818587473,上海市,上海市市辖区,金山区,121.342305,30.847108
1942,1942,上海大童摩托车销售有限公司(直营),上海市金山区金山卫镇学府路700号,"121.322805,30.730096",18621830167,上海市,上海市市辖区,金山区,121.322805,30.730096
1943,1943,上海为娣摩托车销售有限公司(直营),金山区朱泾镇罗星路80号,"121.169559,30.895254",13701725174%uFF1B18621978580,上海市,上海市市辖区,金山区,121.169559,30.895254
1944,1944,上海市金山区李意红电动车经营部(直营),上海金山区朱泾镇万安街232号,"121.166614,30.896834",13681743060,上海市,上海市市辖区,金山区,121.166614,30.896834
1945,1945,上海市金山区鹏程电动车商店,上海市金山区金山工业区朱林路22-24号,"121.336261,30.844803",15900882440,上海市,上海市市辖区,金山区,121.336261,30.844803
1946,1946,金山区张堰镇新日,张堰镇,"121.28940179944041,30.807297889803444",18964903919,上海市,上海市市辖区,金山区,121.28940179944041,30.807297889803444
1947,1947,金山区金山卫新日,金山卫镇,"121.3217103481293,30.730713141529154",18930420982,上海市,上海市市辖区,金山区,121.3217103481293,30.730713141529154
1948,1948,上海市松江区新桥镇以海电动自行车经营部,松江区新桥镇新北街206号,"121.321059,31.062702",,上海市,上海市市辖区,松江区,121.321059,31.062702
1949,1949,上海鑫焱电动车有限公司,松江松汇中路1058号,"121.223296,31.003943",13701956430,上海市,上海市市辖区,松江区,121.223296,31.003943
1950,1950,上海市松江区中山街道道庆电动车经营部,上海市松江区松江区荣乐东路1899号,"121.256327,31.017216",18821001383,上海市,上海市市辖区,松江区,121.256327,31.017216
1951,1951,上海纯多工贸有限公司,上海市松江区九亭镇228号,"121.329098,31.132082",18939731075,上海市,上海市市辖区,松江区,121.329098,31.132082
1952,1952,上海雨双电子商务有限公司,上海市松江区九亭镇九新公路111号508室,"121.319726,31.113441",18017629953,上海市,上海市市辖区,松江区,121.319726,31.113441
1953,1953,上海市松江区永丰街道苏越电动自行车经营部,松江区永丰街道仓汇路499号,"121.202783,31.011415",15921498403,上海市,上海市市辖区,松江区,121.202783,31.011415
1954,1954,松江区九亭镇誉全电动车商行,上海市松江区九亭镇中心路1号,"121.322431,31.120438",15221166886,上海市,上海市市辖区,松江区,121.322431,31.120438
1955,1955,阳聪电动车维修经营部(直营),松江区车墩镇车香路210号,"121.285655,31.005631",15001752045,上海市,上海市市辖区,松江区,121.285655,31.005631
1956,1956,上海市松江区叶榭镇赵年电动车经营部(直营),上海市松江区叶榭镇叶新公路105-2号,"121.318283,30.94663",13818750257,上海市,上海市市辖区,松江区,121.318283,30.94663
1957,1957,上海市松江区叶榭镇建定摩托车经营部(直营),上海市松江区叶榭镇张泽镇南路和竹亭路口,"121.275134,30.932679",18019263616,上海市,上海市市辖区,松江区,121.275134,30.932679
1958,1958,上海市九亭镇松毅电动车行,九亭镇涞坊路237号,"121.319534,31.15432",15221149786,上海市,上海市市辖区,松江区,121.319534,31.15432
1959,1959,新驰贸易有限公司,九新公路同利路金汇商业街69号,"121.3153,31.1085",15000046032,上海市,上海市市辖区,松江区,121.3153,31.1085
1960,1960,川行车行(直营),松江区九杜路16号,"121.314095,31.13704",15061122505%u300113816339750,上海市,上海市市辖区,松江区,121.314095,31.13704
1961,1961,上海市松江区泗泾镇广清电动车行,松江区泗泾镇鼓浪路297-299号,"121.278077,31.115837",13817139016,上海市,上海市市辖区,松江区,121.278077,31.115837
1962,1962,上海鑫炎电动车有限公司(直营),上海松江区松汇中路1058号,"121.223296,31.003943",13901689264%uFF1B13701956430%uFF08%u6C64%u5251%u7EA2%uFF09,上海市,上海市市辖区,松江区,121.223296,31.003943
1963,1963,上海市青浦区华新镇胜祥摩托车修理部,上海市青浦区华新镇凤溪,"121.253199,31.202829",18017000631 18017472670,上海市,上海市市辖区,青浦区,121.253199,31.202829
