,addr,mobile,realname
295,广东省东莞市常平镇东兴路163号,13688970799,东莞市常平常捷自行车店
296,广东省东莞市石碣镇新区凤鸣街12号,13113202076,东莞市石碣永发自行车商店
297,广东省东莞市寮步镇教育北路2号,13433665988,东莞市寮步骑达自行车专卖店
298,广东省东莞市横沥镇半仙山桃园街15号,13827248080,东莞市双军贸易有限公司
299,广东省东莞市黄江镇永盛街55号一楼,13751226605,东莞市黄江永吉自行车经营部
300,东莞市凤岗镇雁田村祥新中路29号一楼,13923624282,东莞市凤岗越佳自行车商行
301,广东省东莞市沙田镇稔洲村环保城冠杰厂旁第15商铺,18676942701,东莞市沙田乐途自行车店
302,东莞市东莞市虎门镇解放路57号新安大厦A幢9、10号铺位,13528806998,东莞市虎门飞腾自行车行
303,广东省东莞市清溪镇清厦广场5区5号,15811810218,东莞市清溪佳华自行车店
304,广东省石排镇石排村石兴路209号,13652662756,东莞市石排勇锋人力自行车商店
305,东莞市桥头镇莲湖路628号,18024350502,东莞市桥头绿源自行车店
306,广东省东莞市厚街镇新房路131号,13713128079,东莞市厚街伟丽自行车商行
307,东莞市石龙镇中山西社区红棉路1号之五,13929481808,东莞市石龙源东自行车店 
308,广西省南宁市中华路133-4号,13878850778,南宁开来电动车有限公司
309,广西省南宁市上林县智成路141号,13457822335,上林县福特车城
310,广西省南宁市宾阳县工业品市场8栋801,13100505413,宾阳县爱玛助力自行车专卖店
311,广西省南宁市宾阳县黎塘镇金龙大道124/126号,15177099869,宾阳县华英彬贸易有限公司
312,广西省南宁市武鸣县万隆商业广场万里行车行,13377016911,武鸣万里行车行
313,广西省南宁市马山县金旺达车行,18589888008,马山县金旺达车行
314,广西省南宁市隆安县盛利车行,13237802178,隆安县圣利车行
315,广西省南宁市横县横州镇江北大道362号,18078122808,横县正大力电动车车行
316,广西省来宾市维林大道与文辉路交叉口西北侧,18377227722,来宾市绿和贸易有限公司
317,广西省来宾市忻城县城关镇芝州一路66号,13078044536,忻城县福顺贸易有限公司
318,广西省来宾市武宣县武宣镇城北路209号,13768527178,武宣新丰车业销售有限责任公司
319,广西省来宾市金秀县桐木镇雅文路109号,18877292014,金秀县桐木镇盛丰车行
320,象州县象州镇建新路粮食局大门旁,18176343966,象州骏成车行
321,广西省来宾市合山市人民中路652号,15278854256,合山市万盛电动车行
322,广西省百色市平果县爱玛专卖店,15277688898,平果县爱玛电动车经营店
323,广西省百色市城北二路凤凰城A9号力佳车行,18907768638,广西力佳恒商贸有限公司
324,广西省百色市凌云县前进街115号,13481627432,凌云县爱玛电动车
325,广西省百色市靖西县城东路第三中学对面881号爱玛专卖店,18977666975,靖西市辉业车行
326,广西省百色市德保县德胜路王野电动车行爱玛专卖,18977656646,德保县幸运星电动车行
327,广西省河池市南新东路大市场对面,18877860699,金城江区博凯电动自行车店
328,广西省河池市巴马县寿乡大道1071号,18777827570,巴马爱玛电动车部
329,广西省河池市都安县屏山中路20号,18775857298,都安浩洋娇子电动车经营店
330,广西省宜州市刘三姐大道190-1号,13977843527,宜州市明信电动车行
331,广西省钦州市文峰南路209号,13877774447,钦州市志超商贸有限公司
332,广西省钦州市灵山县灵城镇燕山路23号,18378726688,灵山县灵城镇安达摩托车行
333,广西省钦州市浦北县民兴路97号,18077756060,浦北县从锦摩托车有限公司
334,广西省北海市北部湾中路1号,13307796369,北海市安驰桂海商贸有限公司
335,广西省北海市合浦县还珠广场商业步行街A6栋4号爱玛专卖店,18677902628,合浦佳睿车行
336,广西省防城港市防城区团结路1-3号,13307808753,防城港市防城区艾派贸易有限公司
337,广西省防城港市港口区雨万路同德金港阳光二号,18777009595,防城港市港口区文馨车行
338,广西省防城港市上思县中华路,13977002711,上思县清皓电动车行
339,广西省防城港市东兴市北仑大道120号,15677732278,东兴哎派电动车行
340,广西省崇左市宁明县新东路凤凰市场爱玛专卖店,15077078440,宁明县鑫德销售有限责任公司
341,广西省崇左市凭祥市银兴街6栋124号,13878710113,凭祥市成明贸易有限公司
342,广西省崇左市大新县桃城镇明仕路14-2号,13597286367,大新县爱玛电动车店
343,广西省崇左市天等县天等镇天宝北路,18978178889,天等县华盛车行
344,广西省崇左市江南路25-9号,13768805299,崇左市白云摩托车有限公司
345,扶绥县新宇镇永宁路39号,13768218340,扶绥县熊氏电动车行
346,广西省崇左市龙州县爱玛专卖店,13768210515,龙州强盛车行
347,广西省玉林市美林商业街310号,13977568166,玉林市惠朋商贸有限公司
348,广西省玉林市容县容州镇城西路63号,18307755891,容县容州意格威电动车商店
349,广西省玉林市陆川县陆兴路第22-24号铺面,13907852600,陆川兴旺摩托车销售有限公司
350,广西省玉林市北流市城东一路0023号一楼,13737510528,北流市宏丰商贸有限公司
351,广西省玉林市博白县人民北路156号,13517759136,博白县城区冬兰车行
352,广西省玉林市博白县文地镇文英路,13788153633,博白县文地镇阿传车行
353,广西省柳州市北雀路71-21、22号,13481980320,柳州市爱尚电动车销售有限公司
354,广西省柳江县柳堡卢553号,15877224392,柳江县迅鹰电动车经营部
355,柳城县大浦镇河东大道471号,13707823223,柳城县丰园摩托车行
356,广西省柳州市柳城县六塘镇六塘街,13788627142,柳城县六塘镇立信车行
357,广西省鹿寨县鹿寨镇建中东路31之7号,13237825576,鹿寨县子扬电动摩托车经营部
358,广西省柳州市融水县商贸城1-3栋B面11.12号,15977231377,融水县融水镇洪智电动车行
359,广西省柳州市鹿寨县雒容镇雒柳路45号中国联通营业厅旁,13237825576,柳州市柳东新区立丰电动车行
360,广西省梧州市蝶山区工厂一路72-1号6-9号铺,13307746000,梧州市旺玛商贸有限公司
361,广西省梧州市蒙山县湄江街南路东4号,18977448226,蒙山县华全摩托车修理店
362,广西省梧州市藤县藤州镇南梧小区120号,13737822457,藤县金金摩托车行
363,广西省梧州市岑溪市义洲大道208号爱玛电动车专卖店,13877452050,岑溪市腾辉电动自行车经营部（微型企业）
364,广西省梧州市苍梧县城南大道32号,13788047215,梧州市龙圩区成鑫车行
365,贺州市八步区建设中路192号,13978448640,广西贺州鑫汇贸易有限公司
366,广西省贺州市昭平县西宁中路79-9号,13100549722,昭平县昭平镇传承车行
367,广西省贵港市港北区中山路中段爱玛电动车专卖店,13878587555,贵港市港北区周亿阳电动车商行
368,广西贵港市桂平市劳动保险所路口爱玛专卖店,13907856211,桂平市威玛车行
369,广西省贵港市平南县二环路粤龙汽修对面,13907856211,平南县威玛车业有限责任公司
370,广西省桂林市中山南路27号,18978696969,广西桂林冠军贸易有限公司
371,桂林市象山区凯凤路101号金地球农机汽配大市场16栋1-2号10号商铺,18978662288,桂林市禾东商贸有限公司
372,贵州省贵阳市南明区沙虫北路大理石路口,18275323771,贵阳南明远豪机电商行
373,贵州省铜仁地区玉屏县商贸城人民路176号爱玛电动车专卖店,18385959345,玉屏县小夏车行
374,贵州省遵义市汇川区长沙路口前行500米,18275490299,汇川区尧兴电动车经营部
375,贵州省凯里市迎宾大道22号,13985820750,凯里市许强摩托车经营部
376,贵州省六盘水市钟山开发区大成湖滨公寓4号楼1层8号,13985933639,贵州金万友商贸有限公司
377,贵州省毕节市七星关区天河路六洞桥爱玛售后部,18685718087,七星关区旭锋车行
378,贵州省铜仁市印江自治县鹅岭镇花园城,15308563562,爱玛电动车行
379,都匀市利雄电动车经销部都匀市西苑虹桥苑一层20号,13885469546,都匀市利雄电动车销售部
380,贵州省独山县百泉镇环西路（南大机动动车市场）内B栋34-36号,13764413686,独山县百泉镇潘志雄电动车专卖店
381,贵州省黔南瓮安县雍阳办事处河滨社区鱼河乡政府宿舍门面,15885583019,瓮安县阳光车行
382,贵州省苗族自治州荔波县玉屏镇堂塘地路74号,18085044335,荔波县玉屏鑫宇电动车行塘地店
383,贵州省苗族自治州兴义市南环路29号,18748894566,兴义市建兴电动车行
384,海南省海口市琼山区琼州大道9号爱玛专卖店,15103028888,海南鑫国英贸易有限公司
385,海口市儋州市儋州市那大人民东路115远都物流综合市场A栋5.6.7.8号商铺,18876732586,儋州那大祥意电动车商行
386,海南省澄迈县金江镇人民西路84号,18976294233,澄迈金江海妹爱玛电动车专卖店
387,海南省陵水县北斗路243-249号爱玛电动车,13876052985,海口天利虹腾实业有限公司
388,海南省东方市八所镇东海路40-1号,18117660766,东方东海神龙车行
389,海南省定安县定城镇见龙大道原大众西路,13637522262,定安定城爱玛电动车专卖店
390,海南省保亭县团结北路西侧广东街二期2幢1号1-2号,13876336520,保亭保城佳昌车行
391,"海南省乐东县黄流镇黄流中学东侧第19,20号商品房",13178950700,乐东黄流爱玛电动车专卖店
392,"海南省万宁市万城镇建设北街114,116,118号",18976517666,万宁万城鑫源电动车行
393,海南省乐东县城感恩路爱玛电动车专卖店,15799090303,乐东抱由鑫发车行
394,海南省昌江县石碌镇人民北路239号,13215759898,海南特田投资有限公司
395,海南省琼海市嘉积镇富海路人民医院对面,13122663686,琼海嘉积富诚电动车行
396,海南省琼中县海榆中线137.6公里南处,13398983318,琼中华胜商贸有限责任公司
397,海南省屯昌县屯城镇昌盛二路（交通局对面）,18689973927,屯昌屯城顺达车行
398,海南省五指山市迎宾大道爱玛电动车专卖店,18889371999,五指山佳昌贸易有限公司
399,海南省临高县临城镇跃进路5号,13617530720,临高县临城丽荣车行
400,海南省三亚市美兰区蓝天街道塔光社区瓦灶村2-30-1号,15120646777,三亚鑫爱玛实业有限公司
401,海南省文昌县文城镇文新路49号,13876933332,文昌郑记摩托车销售有限公司
402, 河北省张家口市阳原县西城镇龙泉路路东,15233022042,阳原县西城淑霞代步车经销部
403,河北省张家口市宣化区财神庙街D 1-55号,13833322747,宣化区爱玛电动车专卖店
404,河北省张家口市桥西区西河沿南路85号,17736357068,张家口市瑞特瑞产业有限公司
405,河北省张家口市蔚县蔚州镇排楼北街远征车城,15075392988,蔚县蔚州镇永通车城
406,河北省张家口市涿鹿县人民南街30号,13780236091,涿鹿县任利江爱玛电动车专卖店
407,河北省张家口市沽源县平定堡镇东围子路北三小学路口爱玛电动车专卖店,15830346115,沽源县小宋电动车车行
408,河北省张家口市张北县兴华西路晟禾底商路北,15930304220,张北县双赢电动车经销部
409,河北省张家口市赤城县赤城镇秀华中华商场,13603133639,赤城县赤城镇恒基车业
410,张家口市怀安县柴沟堡镇畜牧局底商,15931359913,怀安县柴沟堡镇四胖修理部
411,怀来县沙城镇长城北路时代广场小区2号商业楼11号,18331374844,怀来县日兴手机销售有限公司
412,河北省张家口市康保县东大街桥西爱玛专卖,13903238035,康保县爱玛车行
413,河北省石家庄市河平西路1号05仓库爱玛服务中心,13784378848,石家庄市裕华区芳爱电动车行
414,河北省石家庄市元氏县盘龙路红绿灯西行150米路南爱玛专卖,15032166601,元氏县涵远车行
415,河北省石家庄市无极县县城红绿灯西100米路北爱玛专卖,15032621133,石家庄市无极县刘会英
416,河北省石家庄市正定县城内常山东路一号河北瑞天经贸有限公司,13832130969,河北瑞天经贸有限公司
417,河北省石家庄市灵寿县汽车站东行100米路南永胜车行,15233618188,灵寿县永胜车行
418,河北省石家庄市深泽县府前东路名车商行,13393035606,深泽县鑫鑫电动车行
419,河北省石家庄市赵县影院街0059号,13603219868,赵县众泰山地车销售有限公司
420,河北省行唐县玉城大街万利福超市对面爱玛专卖店,13931189377,行唐县海生自行车车行
421,河北省石家庄市藁城县新华路38号,13930478460,藁城区占斌电动自行车商城
422,河北省石家庄市晋州市新世纪商城电动车一条街,18032136888,晋州市天越电动车经销部
423,新乐市鲜虞街工商局楼下底商,13832188488,新乐市邯邰袁伟电动车行
424,河北省石家庄市辛集市兴华路金冠车业,13931861868,辛集市锦冠电动自行车店
425,河北省衡水市红旗大街7号(新华书店对过),15075828060,衡水市桃城区飞宇电动车经销处
426,河北省衡水深州市永安大街北段路东,13932858167,深州市二妮电动车店
427,河北省衡水市武强县康达市场东侧爱玛专卖店,13191906439,武强县中天车行
428,河北省衡水冀州市金鸡大街158号,13722804888,冀州市三丰电动车车行
429,"河北省衡水市安平县北关村丝网街中段路南
",13623371850, 安平县文豪车业 
430,河北省衡水市故城县郑口镇中华街南段,13292296377,故城县郑口鸿顺电动车销售部
431,河北省衡水市饶阳县老腾电动车专营店,13833890331,饶阳县老腾电动车专营店
432,河北省衡水市枣强县东环路东关十字路口东南角北方摩托车专卖店,15631813324,枣强县北方摩托车专卖店
433,河北省衡水市阜城县富强西路爱玛专卖店,13722806695,阜城县阜康车行
434,河北省衡水市武邑县腾飞北大街县医院斜对过                  ,13833879881,武邑县世纪车行
435,河北省衡水市景县景安大街302号汽车经销公司,18703188266,景县汽车经销公司
436,河北省沧州市新华区清真北大寺西50米路南爱玛电动车,13582721801,沧州市倒骑部落自行车运动俱乐部
437,河北省沧州市泊头市新华街,13633379599,泊头市跑狼电动车专卖店
438,河北省沧州市青县新华中路20号爱玛电动车,15033179859,青县昌盛电动车商店
439,河北省沧州市任丘市裕华中路全城车行,13703277811,任丘市全城自行车商店
440,河北省沧州市东光县茧城大街综合市场北门,13131760912,东光县逸安车业有限公司
441,河北省沧州市献县本斋路明珠市场爱玛电动车,13700389552,献县大兴电动车行
442,河北省沧州市黄骅县万方电动车新华路百货大楼西100米爱玛专卖店,13333279911,黄骅市创业车行
443,河北省沧州市南皮县东兴北路万方摩托车总汇,13932752868,南皮县万通车业销售有限公司
444,河北省沧州市孟村回族自治县建设大街116号爱玛电动车利达车行,13383077111,孟村回族自治县利达车行
445,河北省沧州市吴桥县华山道爱玛电动车,13653375658,吴桥县桑园镇爱玛电动自行车专卖店
446,河北省河间市供销大厦西临墨松车业,13784738389,河间市墨松摩托销售维修中心
447,河北省沧州市肃宁县福明车行,18632733681,肃宁县福明车行
448,河北省沧州市海兴县自行车大世界,15831702333,海兴县忠盛车业经销处
449,河北省沧州市盐山县城十字街东40米路北爱玛电动车,15830826668,盐山县超华电动车经销处
450,邢台市桥东区新华南路甜橙国际底商爱玛专卖店,13303191880,邢台市桥东进源自行车经营店
451,河北省邢台市临西县玉兰东路县医院西临爱玛电动车,18231942111,临西县守忠电动车门市部
452,河北省邢台市南宫市胜利街,15097996065,南宫市爱玛电动车店
453,河北省邢台市柏乡县东环路新世纪摩托车有限公司,18732977059,柏乡县新世纪摩托销售有限公司
454,河北省邢台市隆尧县宾馆西50米路南,13784137732,隆尧县新华路爱玛电动车门市
455,河北省邢台市任县大街西段凯华家电车行,15716996665,任县腾达电动车商场
456,河北省邢台市清河县太行北路47号,13313393266,清河县新时代摩托车商城
457,河北省邢台市内丘县振兴东路62号阳光名优电动车,15350855177,内丘县爱玛电动车门市
458,河北省邢台市沙河市京广路,18833423444,沙河市羽凡车业
459,河北省邢台市威县顺城路中段,13933739860,威县盛杰百货经销处
460,河北省邢台市宁晋县耿庄桥镇金桥市场,15131967088,邢台市宁晋县耿庄桥郭永涛
461,河北省邢台市宁晋县月城路爱玛专卖店,13082003306,宁晋县爱骑车行
462,河北省邢台市南和县建设大街爱玛专卖店,15530975690/13633299151,南和县庆丰电动车门市
463,河北省邢台市临城县转盘南100米路西,13082005959,临城县佳琳电动车经销门市
464,河北省邢台市巨鹿县秦泽西路平安电动车,18932952990,巨鹿县乐活净水器经销部
465,河北省邢台市平乡县中华路县政府东100米,13930917609,平乡县西双爱玛电动车专卖店
466,河北省邢台市新河县振堂路和新兴街交叉口,13932937360,新河县海民车业销售中心
467,河北省邯郸市和平路438号,13503106950,邯郸市高轩车业有限公司
468,河北省邯郸市馆陶县新华西路130号,18031036889,馆陶县晟昱电动车有限公司
469,河北省邯郸市肥乡县兴华街中段路西,13932051121/13785057781,肥乡县宋三摩托车商城
470,河北省邯郸市魏县望远南街中段路西,13603305618,魏县浩翔电动车门市
471,河北省邯郸市广平县建新街1号通达车业有限公司,13932036126,广平县通达电动车商场
472,河北省邯郸市永年县南沿村镇爱玛专卖店,13653306781,永年县升腾电动自行车销售部
473,河北省邯郸市邱县建设街,13832038253,邱县廉奉车业
474,永年县火车站南行200米路西爱玛专卖,13171782175,永年县耀泽电动自行车销售处
475,河北省邯郸市临漳县南二环路口爱玛专卖店,13180520111,临漳县恒盛车业销售部
476,河北省邯郸市磁县中山西路爱玛专卖店,15832009599,磁县胜利电动车门市
477,河北省邯郸市成安县汽车站东800米,13373006688  13373201915,成安县顺浩商贸有限公司
478,河北省邯郸市鸡泽县人民路工贸城楼下,15832078779,鸡泽县爱诚电动车经销部
479,河北省邯郸市峰峰矿区和村镇同德昌车业广场,13483019177,邯郸市峰峰和村同德昌车业广场
480,河北省武安市电动车市场爱玛专卖,13091122958,武安市爱林电动车专卖门市部
481,河北省邯郸市涉县龙山大街邮局楼下爱玛专卖,13373206989,涉县凯兴车业
482,河北省邯郸市大名县大名府路东头1098号,13403108998  18031059992,大名县煜光车业有限公司
483,保定市西大街与城隍庙街交口爱玛专卖店,13903120428,保定市兴惠摩托车销售有限公司
484,河北省保定市满城县玉川西路专卖店,18713275987,满城县盛利车业商行
485,河北省保定市蠡县蠡吾北大街312号爱玛专卖店,13503328922,蠡县蠡吾大街浩辉车业
486,河北省保定市曲阳县二期商城爱玛电动车专卖店,15176262838,曲阳县鑫姿电动车门市部
487,河北省保定市安新县南大街1号通顺车行,15930299527,安新县南大街通顺车行
488,河北省定州市大道观街联通公司对面爱玛专卖店,13070539336,定州市中天商贸有限责任公司
489,河北省安国市电影院小区楼下爱玛专卖店,13730196868,安国市仁达电动车行
490,河北省博野县兴华北街23号爱玛专卖店,13831261260,博野县景莉电动车经销处
491,河北省保定市容城县人民医院对面爱玛专卖店,15830431488,容城县立杰电动车行
492,河北省保定市阜平县东湾街爱玛专卖店,15830431488,阜平县盛轩电动车零售店
493,河北省保定市高阳县人民商场爱玛专卖店,13700322771,高阳县秋丽电动车经销部
494,河北省保定市望都县步行街北口南行30米路西爱玛专卖店,13832290034,望都县俊军爱玛电动车门市
495,河北省保定市顺平县顺兴中路永兴摩托车,13930261596,顺平县永兴摩托车销售有限公司
496,河北省保定市徐水县永兴中路爱玛专卖店,13284359555,徐水县爱玛电动车经销处
497,河北省保定市定兴县兴华西路爱玛专卖店,13463695151,定兴县津容车业经销部
498,河北省保定市唐县向阳中街幸福桥爱玛专卖店,13930890989,唐县永生车行
499,河北省高碑店市南大街15号,13833288333,高碑店市满意商业有限责任公司
500,河北省保定市雄县人民大街105号阳光车行,18633222008,雄县阳光车行
501,河北省保定市涿州市仁和路58号红宇车行,13582395698,涿州市盛世红宇商贸有限公司
502,河北省保定市涞水县南关大街新江商店,18633239711,涞水县新江电动自行车商店
503,河北省保定市涞源县广昌大街,18932681566,涞源县路皇车行
504,河北省保定市易县金台西路85号,15930222809,易县万富林商贸有限公司
505,河北省廊坊市霸州市建设东道562爱玛旗舰店,13832677728,霸州市城区乐购车城
506,河北省廊坊市霸州市胜芳镇爱玛专卖店,13931689658,霸州市胜芳镇东宝摩托车经营部
507,河北省廊坊市固安县新中街永通电动车,18932628088,固安县固安镇玛驰电动车销售部
508,河北省廊坊市文安县城东大街天天车行爱玛专卖店,13785671260,文安县天天车店
509,河北省廊坊市文安县左各庄镇,13832618778,文安县左爱电动车销售部
510,河北省廊坊市香河县淑阳大街33-5号,13803164316,香河县润驰电动自行车商店
511,河北省廊坊市大城县新华西街富新6巷,13833681775,大城县中心街宏卓自行车商行
512,河北省三河市迎宾路新时代电动车大世界,13313366918,三河市泃阳新时代电动车商店
513,河北省廊坊市爱民道军分区对过,18903262488,廊坊市广阳区爱民道铭和泰电动车经销部
514,河北省廊坊市永清县城内益昌路123号,18531639571,永清县城内兴益电动车行
515,河北省廊坊市大厂县西大街88号津洋电动车商行,13483602532,大厂回族自治县城关津洋电动车商行
516,河北省秦皇岛市海港区海阳路159号,13833557667,海港区海阳路金超越电动车商店
517,河北省秦皇岛市山海关区关城南路95号,13343335782,秦皇岛市山海关区博涛摩托车商行
518,河北省秦皇岛市昌黎县立交桥南兴华小区对面       ,13930332138,昌黎县爱点儿车业一分店
519,河北省秦皇岛市青龙县都阳路西段爱玛电动车,15033560899,青龙满族自治县青龙镇友好家电经营部
520,河北省秦皇岛市抚宁县天马大街中段,13930392959,河北省秦皇岛市抚宁县宋晓梅
521,河北省承德市丰宁县京北地产底商9号,13315887668,丰宁满族自治县爱玛电动车销售部
522,双桥区福隆小区6号楼103底商,15903145756,双桥区万顺自行车商行
523,承德县下板城镇杨树林村板城东大街北侧,18730455564,承德县鑫贸车行
524,河北省承德市宽城县新兴街248号,17501057158,宽城东顺爱玛电动车旗舰店
525,河北省承德市兴隆县镇安定东街路南（幸福家园底商）,18730410635/15350728728,兴隆县鸿武车行
526,河北省承德市隆化县隆化镇安洲街商贸城底商,13343388456,隆化县新动力车行
527,河北省承德市滦平县滦平镇新建路,13833429892,滦平县滦平镇翔盛自行车行
528,河北省承德市围场满族自治县围场镇木兰中路（福满家超市北侧）,13403146766/13932425228,围场满族蒙古族自治县围场镇国华名牌自行车经销处
529,平泉县平泉镇迎宾街迎宾小区（双桥一区）S1-31号,15632495199,平泉县平泉镇顺龙电动车车行
530,河北省唐山市复兴路182号爱玛车行,13731537918,唐山市明华商贸有限公司
531,河北省唐山市迁安县昌盛路28号爱玛专卖店,15369511119,迁安市迁安镇金平商店
532,河北省唐山市古冶区林西爱玛专卖店,13333292987/13931560987,唐山市古冶区林西红文爱玛电动车商店
533,河北省唐山市丰润区老庄子镇殿宇车行,15027527633/13111476271,唐山高新技术产业园区殿宇电动车经销部
534,河北省唐山市滦南县倴城镇文化路51号滦南供销大厦,15369536888,滦南县供销大厦有限责任公司
535,河北省唐山市开平区,15176720007,唐山市开平区天诚电动车行
536,河北省唐山市京唐港华隆市场步行街10栋2号,13784640788,唐山海港爱玛电动车商城
537,河北省唐山市滦县建华大街99号,15333159990,滦县新城爱玛电动车专卖店
538,河北省唐山市迁西县喜丰中路信用社对面富达车行,13273536658,迁西县城关富达五金日杂门市部
539,河北省唐山市丰润区曹雪芹东大街爱玛专卖,18134365980,唐山市丰润区巨大电动助力车商店
540,河北省唐山市遵化市西一环南路爱玛专卖店,15130556598,遵化市西环南路津宝自行车商店
541,河北省唐山市丰润区新军屯镇爱玛电动车,15530815818,唐山市路北区双超电动车经销处
542,河北省唐山市唐海县垦丰大街46-6号爱玛专卖店,18003251988,曹妃甸区唐海镇会友自行车商店
543,河北省唐山市汉沽管理区汉沽农场205国道边农行对面,13920514301,唐山市汉沽管理区文静车行
544,河北省唐山市玉田县玉田镇公交大厦东100米,18270003999,玉田县玉田镇三友电动车经销处
545,河北省唐山市丰南区新华街80号爱玛专卖,13333255488,唐山市丰南区丰南镇金玲电动车超市
546,河北省遵化市东新庄镇保真车行,15076589050,遵化市东新庄保真车行
547,河北省遵化市平安城镇爱玛电动车,15076589050,遵化市平安城镇艳民商店
548,郑州市南曹乡外贸仓库,13603990697,河南两轮商贸有限公司
549,河南省郑州市中牟县建设路与北环路交叉口路东爱玛专卖店,13460305555,郑州环行商贸有限公司
550,河南省郑州市荥阳市万山路北段路西,13674986822,荥阳市万山路爱玛电动车行
551,河南省郑州市上街区汝南路中段,13523561695,郑州市上街区爱玛电动车专卖店
552,许昌市魏都区湖滨路467号,0374-2181668,许昌爱玛商贸有限公司刘继强
553,河南省许昌市长葛县人民路北段,15939943406,长葛市兆鑫车业经营部
554,河南省许昌市鄢陵县南大街372号爱玛专卖店,13619885585,鄢陵县恒益电动车商行
555,河南省许昌市禹州市南关大转盘北100米路西,13837486563,禹州市虹祥商贸有限公司
556,河南省平顶山市叶县昆阳大道中段路西,18937526859,叶县昆阳镇燕山电动车平价广场分店
557,河南省平顶山市郏县复兴路中段路西,13783288232,郏县爱新电动车行
558,河南省平顶山市建设路与开源路交叉口向东30米路北,18037592209,平顶山市亨昊商贸有限责任公司
559,河南省平顶山市宝丰县隆兴路中段阳光小区,13849565878,宝丰县城关镇玉祥电动车店
560,河南省平顶山市鲁山县墨工路新汽车站,13937551582,河南省平顶山市鲁山县姬延芝
561,河南省平顶山市汝州市公安局对面爱玛专卖店,13937556606,汝州市占江电动车商行
562,商丘市示范区长江路与星林路交叉口东侧,18337071118,商丘健翔车业有限公司
563,河南省永城市东部电动车爱玛专卖,13937050782,河南省商丘市永城市姜秀英
564,河南省商丘市虞城县义和路中段爱玛专卖店,13598358957,河南省商丘市虞城县范红印
565,夏邑县建设路南段,13569305678,夏邑县爱玛电动车经营部
566,河南省商丘市睢县豫安宾馆东30米,13837022440,睢县爱玛电动车专卖店
567,河南省商丘市民权县秋水路爱玛专卖店,15333709678,河南省商丘市民权县朱春梅
568,河南省商丘市柘城县和谐大街中段 爱玛电动车,13700838366,柘城县王伟电动车专卖店
569,河南省商丘市宁陵县张弓路邮政储蓄银行对面爱玛电动车,13592304279,宁陵县永贞电动车车行
570,河南省开封市公园路8号,15565114161,顺河区百洋电动车商行
571,河南省开封市开封县县府西街,15890353333,开封县城关镇金亮电动车行
572,河南省开封市通许县北开发区商业路,15565133888,通许县东军电动车销售部
573,河南省开封市兰考县迎宾大道中段,13608606829,兰考县民通摩托车有限公司
574,河南省开封市尉氏人民路中段老金沙湾,18530116777,尉氏县城关镇佳远电动车行
575,河南省开封市杞县彭庄电动车大市场,13513789380,杞县爱玛电动车专卖店
576,河南省洛阳市华山北路与汉宫路交叉口,13837930112/17739071717,洛阳市涧西区乐佳电动车行
577,河南省洛阳市栾川县伊水湾大酒店对面,13603889772,栾川县栾川乡爱玛电动车专卖店
578,河南省伊川县酒城北路县粮食局楼下401号,13783139868,伊川县阳光车行
579,河南省洛阳市新安县老城后大路农行东隔壁,15517955866,新安县城关致远车行
580,河南省洛阳市孟津县县城桂花路,13949264886,孟津县会盟镇远大车行
581,河南省偃师市民主路爱玛专卖,13503790327/13503793329,偃师市民主路赵泽贤电动车行
582,河南省洛阳市宜阳县兴宜路口,13353793699,宜阳县城关镇祥鑫电动车店
583,河南省洛阳市汝阳县城关镇建设路66号,15515341777,汝阳县城关镇兰兰爱玛电动车经营店
584,河南省三门峡市湖滨区建设路海阳新城楼下爱玛电动车,13629824757,三门峡市湖滨区露辉电动车商行
585,河南省三门峡市卢氏县县城伏牛路中段,13639864666,卢氏县城关爱玛电动车门市
586,河南省三门峡市陕县商贸城1号城,13603402362,陕县大营镇小刚电动车专营店
587,河南省三门峡市渑池县新市场爱玛电动车专卖店,15139816758,渑池县万洋商贸城爱玛电动车门市
588,河南省三门峡市灵宝市新华街东关桥西50米,13839898123/18939063339,灵宝市万马电动车行
589,河南省三门峡义马市千秋路西段,15516257852/13592566865/15516257852,义马市泰山详礼电动车店
590,河南省南阳市新华西路160号,18538469955,南阳市嘉远电动车销售有限公司
591,河南省南阳宛城区油田爱玛专卖,13037656066,油田平价车城
592,河南省南阳市新野县汉城路东段法院对面,13837755633,新野县新新电动车门市
593,河南省南阳市桐柏县淮源大道,13523643407,桐柏县城关爱玛电动车行
594,河南省邓州市文化路与新华路交叉口向南50米,13949301407,邓州市元会电动车商行
595,河南省南阳市唐河县国税局行政大厅南,13937763106,唐河县爱玛电动车销售中心
596,河南省南阳市西峡县紫金路135号爱玛专卖店,18238187769,城关大顺电动车行
597,河南省南阳市淅川县上九路财富天下斜对面爱玛电动车专卖店,15177755719,淅川县城关爱玛电动车店
598,河南省南阳市镇平县五金机电城爱玛专卖店,13938995700,镇平县马宁车行
599,河南省南阳市方城县综合市场6排,13137789777,方城县城关镇中琪电动车行
600,河南省南阳市社旗县综合大市场西区A201-202号爱玛专卖,13782085681,社旗县爱玛电动车销售部
601,河南省内乡县渚阳大街中段,13838716510,内乡县城关镇爱玛电动车商行
602,河南省南阳市南召县黄洋路双桥爱玛专卖店,15838412399,爱玛电动车商行
603,河南省项城市青年路中段爱玛电动车专卖店,15839477738,项城市水寨建新自行车商行
604,河南省周口市淮阳县商城爱玛专卖,13949978198,淮阳县海波爱玛电动车专卖店
