,id,name,address,location,pname,cityname,adname,tel,type,typecode
1977,B020B0OCXW,爱玛电动车,生祠镇朱家坝农干校对面,"120.184451,32.033160",江苏省,泰州市,靖江市,[],购物服务;专卖店;自行车专卖店,061208
1978,B020B0OC8W,爱玛电动车(舍陈专卖店),文化路3号,"120.236852,33.007348",江苏省,泰州市,兴化市,15052359500,购物服务;专卖店;自行车专卖店,061208
1979,B020B0O9B6,爱玛电动车(大生专卖店),中国邮政西南50米(振兴南路东),"119.989757,32.135343",江苏省,泰州市,泰兴市,[],购物服务;专卖店;自行车专卖店,061208
1980,B020B0O94B,爱玛电动车(昌荣路),戴昭线与昌荣路交叉口北150米,"120.085023,32.937252",江苏省,泰州市,兴化市,13812471248,购物服务;专卖店;自行车专卖店,061208
1981,B020B0O8WU,爱玛电动车(常周店),河失镇常周2组,"120.179917,32.158053",江苏省,泰州市,泰兴市,[],购物服务;专卖店;自行车专卖店,061208
1982,B020B0O8LZ,爱玛电动车(泰塘线店),泰白路131号,"119.960734,32.442523",江苏省,泰州市,海陵区,15052797988;13615194488,购物服务;专卖店;自行车专卖店,061208
1983,B020B0O799,爱玛电动车(谭家路),双溪路与谭家路交叉口北50米,"119.958879,33.148018",江苏省,泰州市,兴化市,[],购物服务;专卖店;自行车专卖店,061208
1984,B020B029H0,爱玛电动车(泰州旗舰店),青年北路20号,"119.913325,32.486190",江苏省,泰州市,海陵区,0523-86220935;15298518518,购物服务;专卖店;自行车专卖店,061208
1985,B020B029GZ,爱玛电动车(建设路),建设路193号(新华小区南区北),"119.843106,32.937997",江苏省,泰州市,兴化市,[],购物服务;专卖店;自行车专卖店,061208
1986,B020B029FE,爱玛电动车(建设路),昭阳镇建设路155号,"119.841590,32.937242",江苏省,泰州市,兴化市,[],购物服务;专卖店;自行车专卖店,061208
1987,B020B029F1,爱玛电动车(靖江市越江卫生院西),工农路216号(靖江市越江卫生院西),"120.293999,31.996827",江苏省,泰州市,靖江市,13815988527;18115963389,购物服务;专卖店;自行车专卖店,061208
1988,B020B029EN,爱玛电动车(荷叶路店),人民南路90-3号,"120.151634,32.496792",江苏省,泰州市,姜堰区,0523-88239880,购物服务;专卖店;自行车专卖店,061208
1989,B020B029EM,爱玛电动车,303县道附近,"120.125958,32.293754",江苏省,泰州市,泰兴市,15061072466,购物服务;专卖店;自行车专卖店,061208
1990,B020B027Q8,爱玛电动车(靖江华丰大厦南),新桥镇礼士南街98号,"120.104579,32.009251",江苏省,泰州市,靖江市,[],购物服务;专卖店;自行车专卖店,061208
1991,B020B027P0,爱玛电动车(团结路店),团结路与229省道交叉口南150米,"120.173126,32.361270",江苏省,泰州市,姜堰区,15961093336,购物服务;专卖店;自行车专卖店,061208
1992,B020B027JJ,爱玛电动车(王石大道店),梁徐镇姜堰市王石粮管所附近,"120.164707,32.445977",江苏省,泰州市,姜堰区,0523-88352655,购物服务;专卖店;自行车专卖店,061208
1993,B020B027FZ,爱玛电动车(蹑云路店),蹑云路与229省道交叉口东50米,"120.302018,32.058183",江苏省,泰州市,靖江市,13382570775,购物服务;专卖店;自行车专卖店,061208
1994,B020B022A9,爱玛电动车(九龙专卖店),扬州路980-6号附近,"119.876597,32.487143",江苏省,泰州市,海陵区,[],购物服务;专卖店;自行车专卖店,061208
1995,B020B01VE9,爱玛电动车(白米专卖店),328国道和腰庄路的交叉口附近,"120.240911,32.505406",江苏省,泰州市,姜堰区,0523-88333652;18952650528,购物服务;专卖店;自行车专卖店,061208
1996,B020B01THA,爱玛电动车(振安南路),振安南路与新大街交叉口西南150米,"120.100673,33.086538",江苏省,泰州市,兴化市,13142860888,购物服务;专卖店;自行车专卖店,061208
1997,B020B01TGZ,爱玛电动车(安丰专卖店),振安北路13-1,"120.101152,33.089999",江苏省,泰州市,兴化市,13142860888,购物服务;专卖店;自行车专卖店,061208
1998,B020B01PRO,爱玛电动车(鲍徐专卖店),鲍九路42附近,"119.888389,32.449423",江苏省,泰州市,海陵区,15951157428,购物服务;专卖店;自行车专卖店,061208
1999,B0FFKX1R5U,爱玛电动车,京西路附近,"116.919971,38.871755",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2000,B0FFKWMFRW,爱玛电动车,葛万公路附近,"117.504199,38.987003",天津市,天津市,津南区,[],购物服务;专卖店;自行车专卖店,061208
2001,B0FFKO1LAB,爱玛电动车(八里台专卖上门服务),建鑫城10号楼151号,"117.324836,38.943112",天津市,天津市,津南区,[],购物服务;专卖店;自行车专卖店,061208
2002,B0FFKM9C2A,爱玛,新华道与柳欣路交叉口东南50米,"117.020927,39.140776",天津市,天津市,西青区,13821977845,购物服务;专卖店;自行车专卖店,061208
2003,B0FFKKLSXF,爱玛,商业道6号,"117.831098,39.334580",天津市,天津市,宁河区,022-69201718,购物服务;专卖店;自行车专卖店,061208
2004,B0FFKGLG1S,爱玛电动车(营雅路店),南岭道与铁北路交叉口北150米,"117.124604,39.159466",天津市,天津市,西青区,13821267202,购物服务;购物相关场所;购物相关场所,060000
2005,B0FFKBEAB9,爱玛电动车杨柳青专卖店,杨柳青新华道龙华里底商1号楼8门,"117.021041,39.140810",天津市,天津市,西青区,18222926792,购物服务;购物相关场所;购物相关场所,060000
2006,B0FFJUZEYF,爱玛电动车,九园公路东150米,"117.364788,39.398360",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2007,B0FFJO7AE0,爱玛电动车,京福公路附近,"116.849891,39.443072",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2008,B0FFJO5DH9,爱玛电动车,千禧园30号楼底商,"117.139006,39.156031",天津市,天津市,红桥区,[],购物服务;购物相关场所;购物相关场所,060000
2009,B0FFJMGUFF,爱玛电动车(裕和路店),裕和路旭园20号楼2-101,"117.389824,39.176898",天津市,天津市,东丽区,15122866212,购物服务;专卖店;自行车专卖店,061208
2010,B0FFJM7PPG,爱玛电动车,花城中路与花城中路南段交叉口东100米,"117.137813,39.415699",天津市,天津市,武清区,[],购物服务;购物相关场所;购物相关场所,060000
2011,B0FFJL1JNG,爱玛建昌道旗舰店,建昌道与泗阳路交叉口西北50米,"117.223563,39.173555",天津市,天津市,河北区,[],生活服务;生活服务场所;生活服务场所,070000
2012,B0FFJKXA3E,爱玛电动车,黄河道479-增2号,"117.141279,39.137518",天津市,天津市,南开区,[],购物服务;专卖店;自行车专卖店,061208
2013,B0FFJIWF9S,爱玛电动车大毕庄五金城专卖店,金钟公路中国北方五金城G区1栋1层,"117.275716,39.194347",天津市,天津市,东丽区,[],购物服务;购物相关场所;购物相关场所,060000
2014,B0FFJISJRA,爱玛电动车,林黑路与梁胡路交叉口东南100米,"117.372781,39.678102",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2015,B0FFJHZ0AG,爱玛电动车,津围公路东50米,"117.378544,39.751178",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2016,B0FFJCNMKN,爱玛专卖,静湖花园静湖菜市场016号门脸,"117.094588,39.339204",天津市,天津市,武清区,[],购物服务;专卖店;专营店,061200
2017,B0FFJC7ZPB,爱玛电动车天穆专卖店,京津路顺义里底商,"117.152791,39.198583",天津市,天津市,北辰区,13352082819,购物服务;专卖店;自行车专卖店,061208
2018,B0FFJC4C8P,爱玛电动车,渔坝口四大队支路西50米,"116.998571,39.263004",天津市,天津市,武清区,13622170611,购物服务;购物相关场所;购物相关场所,060000
2019,B0FFJ9I282,爱玛电动车,天琴里11号楼,"117.255261,39.088733",天津市,天津市,河东区,[],购物服务;专卖店;自行车专卖店,061208
2020,B0FFITNEME,爱玛电动车,大黑路西150米,"117.239919,39.585020",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2021,B0FFIR8KE7,爱玛电动车(黄花店),黄花店镇南大街农业银行北20米路东,"116.901523,39.366654",天津市,天津市,武清区,15522361336,购物服务;购物相关场所;购物相关场所,060000
2022,B0FFIOYDZD,爱玛电动车(西城路),南城路与纪家园路交叉口东北50米,"117.304909,39.723709",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2023,B0FFIOXKVI,爱玛电动车,蓟州区九别路与岗保路交叉口西150米,"117.507381,39.953867",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2024,B0FFIOXF13,爱玛自行车(东方红路),东方红路与东安路交叉口,"116.950473,38.933449",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2025,B0FFIOV9NR,爱玛电动车(造甲路),造甲城镇,"117.443004,39.282838",天津市,天津市,宁河区,[],购物服务;专卖店;自行车专卖店,061208
2026,B0FFILJUZ8,爱玛电动车(明丰店),东金路与苗四路交叉口南150米,"117.458700,39.062142",天津市,天津市,东丽区,[],购物服务;专卖店;自行车专卖店,061208
2027,B0FFIGXKGF,爱玛电动车(御河园小区东北),二街路与陈大公路交叉口东北100米,"116.915606,38.820736",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2028,B0FFIGOIT0,爱玛电动车,唐烧路与清真寺大街交叉口西50米,"116.924707,38.713325",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2029,B0FFIG4KHL,爱玛电动车,利达路与幸福路交叉口东50米,"117.210432,39.007327",天津市,天津市,西青区,[],购物服务;专卖店;自行车专卖店,061208
2030,B0FFIBVK3C,爱玛电动车,双井村乾坤车城,"117.256701,39.991750",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2031,B0FFIASM03,爱玛电动车(咸阳北路店),咸阳北路30号附近,"117.146992,39.180907",天津市,天津市,红桥区,[],购物服务;专卖店;自行车专卖店,061208
2032,B0FFI83ACT,爱玛电动车,津塘路中山门西里3号楼底商,"117.258215,39.104190",天津市,天津市,河东区,[],购物服务;专卖店;自行车专卖店,061208
2033,B0FFI5HOWV,爱玛电动车(大件路),体育场路20号,"117.384157,38.987120",天津市,天津市,津南区,[],购物服务;专卖店;自行车专卖店,061208
2034,B0FFI4HTHC,爱玛电动车,新民胡同与荣华道交叉口东北50米,"117.098028,39.034101",天津市,天津市,西青区,[],购物服务;专卖店;自行车专卖店,061208
2035,B0FFHWAQWF,爱玛电动车-新立综合经营部,津塘路振华里东丽商场-验光配镜中心东侧,"117.316950,39.090451",天津市,天津市,东丽区,022-24394101,购物服务;专卖店;专营店,061200
2036,B0FFHVHMN2,爱玛电动车,林黑路东50米,"117.405735,39.621547",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2037,B0FFHU359B,爱玛电动车(梅厂社区卫生服务站东北),津围公路与郭罗庄路交叉口北150米,"117.200601,39.365455",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2038,B0FFHTMHQC,爱玛电动车(廉庄镇孟庄村店),廉庄镇孟庄村卫星路与宝芦公路交叉口东北100米,"117.768619,39.423775",天津市,天津市,宁河区,[],购物服务;购物相关场所;购物相关场所,060000
2039,B0FFHJ3RRH,爱玛电动车(昆仑路辅路),昆仑路铁城公寓16号,"117.273806,39.124521",天津市,天津市,东丽区,13502120433,购物服务;专卖店;自行车专卖店,061208
2040,B0FFHISU8V,爱玛电动车,赵沽里大街19号附近,"117.244972,39.171156",天津市,天津市,河北区,[],购物服务;专卖店;自行车专卖店,061208
2041,B0FFHGVEAE,锦荣电动自行车商行,咸水沽镇体育场路20号,"117.384266,38.987122",天津市,天津市,津南区,18526393008,购物服务;专卖店;自行车专卖店,061208
2042,B0FFH92MCS,爱玛电动车,校园街与静文公路交叉口西150米,"116.757704,38.933449",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2043,B0FFH8MDEK,爱玛电动车(辰旺路),辰旺路778号附近,"117.124568,39.202836",天津市,天津市,北辰区,13620179869,购物服务;专卖店;自行车专卖店,061208
2044,B0FFH2TJXO,爱玛电动车,王卜庄镇商贸街,"117.450620,39.686747",天津市,天津市,宝坻区,[],购物服务;专卖店;自行车专卖店,061208
2045,B0FFGY8QJN,爱玛电动车(南开五马路),南开五马路37号,"117.169900,39.129784",天津市,天津市,南开区,13132079955;15712244201,购物服务;专卖店;自行车专卖店,061208
2046,B0FFGWL99C,爱玛电动车,花园路40号,"117.503603,38.723827",天津市,天津市,滨海新区,[],购物服务;专卖店;自行车专卖店,061208
2047,B0FFGVZZDJ,爱玛电动车,农商银行西,"117.487693,39.272845",天津市,天津市,宁河区,[],购物服务;专卖店;自行车专卖店,061208
2048,B0FFGVWRS6,爱玛电动车(九龙街),双港九龙街联合驾校(福港园东100米),"117.318579,39.039331",天津市,天津市,津南区,[],购物服务;专卖店;自行车专卖店,061208
2049,B0FFGO1HYJ,爱玛电动车,华明商贸中心南A区6号,"117.368793,39.172866",天津市,天津市,东丽区,18202616273,购物服务;专卖店;自行车专卖店,061208
2050,B0FFGIPSKJ,爱玛电动车(北辰区人民政府婚姻登记处西),延吉道1号附近(天津市北辰区社团管理办公室西北),"117.128322,39.232896",天津市,天津市,北辰区,15522259564,购物服务;专卖店;自行车专卖店,061208
2051,B0FFGI0VZV,爱玛电动车(龙泉道),大寺村大寺小学旁,"117.217576,39.011145",天津市,天津市,西青区,13622085850;13502144050,购物服务;专卖店;自行车专卖店,061208
2052,B0FFGEEFW4,爱玛电动车(康华里店),铃铛阁街道复兴路康华里3号楼底商,"117.163151,39.144053",天津市,天津市,红桥区,[],购物服务;专卖店;自行车专卖店,061208
2053,B0FFGCOSAV,爱玛电动车(鸿禧电动车),陈嘴路北50米,"116.997371,39.289855",天津市,天津市,武清区,15022733311,购物服务;专卖店;自行车专卖店,061208
2054,B0FFG7QKZ7,爱玛电动车(马伸桥镇人民代表大会东),邦喜公路(蓟州区马伸桥环境保护所西南),"117.606933,40.084625",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2055,B0FFG70SNL,爱玛电动车(津涞道店),津涞道与香霞路交叉口西南50米,"117.177122,39.062159",天津市,天津市,西青区,[],购物服务;专卖店;自行车专卖店,061208
2056,B0FFG3Y9E7,爱玛电动车(小王庄专卖店),津淄公路西50米,"117.160287,38.748348",天津市,天津市,滨海新区,[],购物服务;专卖店;自行车专卖店,061208
2057,B0FFG1FJ1C,爱玛电动车(金超车行专卖),蓟州区仓桑路与宝平公路交叉口东100米,"117.249724,39.909087",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2058,B0FFG1B47V,爱玛电动车(津围公路店),翠涛里3号楼底商,"117.220886,39.192013",天津市,天津市,北辰区,[],购物服务;专卖店;自行车专卖店,061208
2059,B0FFG170HE,爱玛电动车速派奇,佳荣里街道佳园新里1号楼底商,"117.123331,39.193030",天津市,天津市,北辰区,[],购物服务;专卖店;自行车专卖店,061208
2060,B0FFG0U1W8,爱玛电动车,丰李路南50米,"117.869760,39.571240",天津市,天津市,宁河区,[],购物服务;购物相关场所;购物相关场所,060000
2061,B0FFG0O8KI,爱玛电动车,潘塘路西50米,"117.477860,39.344074",天津市,天津市,宁河区,[],购物服务;专卖店;自行车专卖店,061208
2062,B0FFG0IK5M,爱玛电动车,大坨路北50米,"117.640185,39.279128",天津市,天津市,宁河区,18622243699,购物服务;专卖店;自行车专卖店,061208
2063,B0FFG01HMP,爱玛电动车(津霸支路),京福公路与津霸支路交叉口东北150米,"117.033131,39.198817",天津市,天津市,北辰区,[],购物服务;专卖店;自行车专卖店,061208
2064,B0FFFZZ548,爱玛电动车(大碱厂镇卫生院北),杨崔公路与洪杨路交叉口西南150米,"117.092891,39.476898",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2065,B0FFFZJLN2,爱玛电动车(红旗南路),王顶堤桥与红旗南路交叉口西南50米,"117.149112,39.097836",天津市,天津市,南开区,[],购物服务;专卖店;自行车专卖店,061208
2066,B0FFFVCGJ5,爱玛电动车,密云一支路3号,"117.110148,39.124221",天津市,天津市,西青区,[],购物服务;专卖店;自行车专卖店,061208
2067,B0FFFN4RKM,爱玛电动车(东方红路店),静海镇东方红路建乐里小区东200米,"116.949483,38.933047",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2068,B0FFFGUJE2,爱玛电动车(丁字沽一号路店),丁字沽一号路与绥中路交叉口西北50米,"117.142805,39.189912",天津市,天津市,红桥区,022-85344148,购物服务;专卖店;自行车专卖店,061208
2069,B0FFFGOAXN,爱玛赛克电动车(金钟河专卖店),金钟河大街641号润园里底商,"117.226949,39.162004",天津市,天津市,河北区,13752638378,购物服务;专卖店;自行车专卖店,061208
2070,B0FFFFYVDV,爱玛电动车(榆关道),榆关道493号,"117.181155,39.177806",天津市,天津市,河北区,[],购物服务;专卖店;自行车专卖店,061208
2071,B0FFFF1XFM,宝坻牛道口爱玛电动车专卖店,曹三路与郑各庄路交叉口东100米,"117.223244,39.788298",天津市,天津市,宝坻区,[],购物服务;购物相关场所;购物相关场所,060000
2072,B0FFFESCW8,爱玛电动车,津永公路南50米,"116.947419,39.253333",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2073,B0FFFE8MWY,爱玛电动车,子牙镇政府西100米路北,"116.772063,38.823576",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2074,B0FFFE0OP8,爱玛电动车(保山道店),保山道保山北里1号楼底商,"117.145051,39.106374",天津市,天津市,南开区,13920159198,购物服务;专卖店;自行车专卖店,061208
2075,B0FFFCT9WW,爱玛电动车(密云路),密云路53号增4号,"117.126652,39.132223",天津市,天津市,南开区,[],购物服务;专卖店;自行车专卖店,061208
2076,B0FFFA8HPL,爱玛电动车(益阳道店),平江南道与益阳道交叉口东150米,"117.215448,39.081859",天津市,天津市,河西区,[],购物服务;专卖店;自行车专卖店,061208
2077,B0FFFA26ZJ,爱玛自行车电动车,张家窝镇灵泉南里1号楼侧1门底商,"117.040126,39.059109",天津市,天津市,西青区,13821648499,购物服务;专卖店;自行车专卖店,061208
2078,B0FFF46YYC,乾坤车城,京哈公路与邦均市场路交叉口西150米,"117.266561,39.990731",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2079,B0FFF03ZKI,爱玛电动车,大庄子桥南500米路东,"117.120783,38.688043",天津市,天津市,静海区,[],购物服务;购物相关场所;购物相关场所,060000
2080,B00161BJS6,爱玛电动车,大新路与新开口路交叉口西南100米,"117.193247,39.679529",天津市,天津市,宝坻区,[],购物服务;购物相关场所;购物相关场所,060000
2081,B001619BC0,爱玛电动车,杨王路与石各庄商业街交叉口西南150米,"116.903798,39.298362",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2082,B00161827G,爱玛电动车(大洋专卖),杨崔公路东50米,"117.196992,39.531862",天津市,天津市,武清区,13312165718,购物服务;专卖店;自行车专卖店,061208
2083,B00161824U,爱玛电动三轮车武清总代理,胜利路与雍阳东道交叉口北150米,"117.072143,39.377678",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2084,B0016181RB,爱玛电动车,大邱庄镇长江道13号,"117.066397,38.837603",天津市,天津市,静海区,13821941165,购物服务;专卖店;自行车专卖店,061208
2085,B0016164O3,爱玛电动车(向阳西支路店),向阳西支路东风里底商,"117.663040,39.026158",天津市,天津市,滨海新区,[],购物服务;专卖店;自行车专卖店,061208
2086,B0016162JP,爱玛电动车(红星路店),嘉华里12号楼底商,"117.245089,39.129141",天津市,天津市,河东区,[],购物服务;专卖店;自行车专卖店,061208
2087,B00161562G,爱玛电动车(双口中心街路),双口中心街路双口镇医院西250米,"117.028363,39.241054",天津市,天津市,北辰区,[],购物服务;专卖店;自行车专卖店,061208
2088,B0016154WA,爱玛电动车(侯家营乡卫生院北),蓟州区宝平公路与邦侯路交叉口东50米,"117.259788,39.851238",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2089,B0016154D1,爱玛车行(团静路),天宇科技园,"117.008139,38.895356",天津市,天津市,静海区,18920618962,购物服务;专卖店;自行车专卖店,061208
2090,B00161544I,爱玛电动车(芥园西道店),密云一支路,"117.112337,39.134411",天津市,天津市,南开区,[],购物服务;专卖店;自行车专卖店,061208
2091,B0016152OC,爱玛电动车(青上路),后蒲棒路与青上路交叉口东南200米,"117.260124,39.447065",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2092,B0016129I4,爱玛电动车(仓桑路),仓桑路,"117.401051,39.903442",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2093,B0016128GO,爱玛电动车(龙顺道),双街镇龙顺道194号,"117.103193,39.259859",天津市,天津市,北辰区,[],购物服务;专卖店;自行车专卖店,061208
2094,B0016127Z5,爱玛电动车(平安道),唐官屯,"116.919186,38.711916",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2095,B001611ZK9,爱玛电动车(咸阳路),咸阳路与旧津保道咸阳路,"117.139098,39.143770",天津市,天津市,南开区,18588699617,购物服务;专卖店;自行车专卖店,061208
2096,B001611XAH,爱玛电动车(永明路店),迎宾街道永明路55号永明路,"117.470809,38.838875",天津市,天津市,滨海新区,[],购物服务;专卖店;自行车专卖店,061208
2097,B0016119CP,爱玛电动车(博雅轩小区东南),城关镇李庄崔廊线博雅轩小区,"116.872693,39.524293",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2098,B0016114A4,爱玛电动车(东丽总经销),津塘公路203号,"117.316905,39.090488",天津市,天津市,东丽区,022-24394101,购物服务;专卖店;自行车专卖店,061208
2099,B00161121U,爱玛电动车(静霸线),静海百货公司(独流店),"116.913279,39.022831",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2100,B001610UCG,爱玛电动车(中青路),中青路与蔡中路交叉口西50米,"117.136104,38.637610",天津市,天津市,静海区,022-68560299,购物服务;专卖店;自行车专卖店,061208
2101,B001610TMB,爱玛电动车(东方红路),东方红路44附近,"116.920256,38.933391",天津市,天津市,静海区,[],购物服务;专卖店;自行车专卖店,061208
2102,B001610SNS,爱玛电动车(曹子里社区卫生服务站东),杨六公路(曹子里社区卫生服务站东),"117.131407,39.414698",天津市,天津市,武清区,13920841509,购物服务;专卖店;自行车专卖店,061208
2103,B001610R17,爱玛电动车,南东路东50米,"117.021311,39.472785",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2104,B001610P95,爱玛电动车(桑梓镇人民代表大会东),蓟州区仓桑路桑梓镇政府东150米,"117.173720,39.909726",天津市,天津市,蓟州区,[],购物服务;专卖店;自行车专卖店,061208
2105,B001610NYS,爱玛电动车(大良医院北),旗良公路(大良医院北),"117.097943,39.546963",天津市,天津市,武清区,[],购物服务;专卖店;自行车专卖店,061208
2106,B00160F63C,爱玛电动车(振华西道),振华西道北50米,"117.058314,39.374490",天津市,天津市,武清区,15602007739,购物服务;专卖店;自行车专卖店,061208
2107,B00160F63B,爱玛电动车(四正街),城关镇,"117.413522,40.037376",天津市,天津市,蓟州区,022-29188806,购物服务;专卖店;自行车专卖店,061208
2108,B00160F4D0,爱玛电动车(文化街),文化街154号附近,"117.805125,39.254033",天津市,天津市,滨海新区,022-25680076,购物服务;专卖店;自行车专卖店,061208
2109,B00160EA7V,爱玛电动车(榆关道店),天泰路与榆关道交叉口东100米,"117.180470,39.177645",天津市,天津市,河北区,[],购物服务;专卖店;自行车专卖店,061208
2110,B0FFHUNKNY,会友车行,台头镇集市路和梁台路的交叉口附近,"116.787710,39.025982",天津市,天津市,静海区,18622631558,购物服务;购物相关场所;购物相关场所,060000
2111,B0FFFF3G9G,爱玛专卖店,大顺对面,"117.317343,39.633070",天津市,天津市,宝坻区,13022278379,摩托车服务;摩托车服务相关;摩托车服务相关|购物服务;购物相关场所;购物相关场所,040000|060000
2112,B0FFKLRY6N,爱玛电动车,扶亭路与石林路交叉口西北50米,"114.399462,34.067558",河南省,周口市,扶沟县,[],购物服务;专卖店;自行车专卖店,061208
2113,B0FFKK6ZTW,爱玛电动车,商贸西路与建设大道交叉口西南150米,"114.662715,33.637182",河南省,周口市,川汇区,[],购物服务;专卖店;自行车专卖店,061208
2114,B0FFKJEWOC,爱玛电动车,政和路与102省道交叉口西北200米,"114.563102,33.711063",河南省,周口市,西华县,[],购物服务;购物相关场所;购物相关场所,060000
2115,B0FFKG6H47,爱玛电动车,冯营乡北大街西头附近,"115.245948,33.176751",河南省,周口市,沈丘县,[],购物服务;专卖店;自行车专卖店,061208
2116,B0FFKDMFBU,爱玛电动车,通济大道,"114.923317,33.442453",河南省,周口市,项城市,[],购物服务;专卖店;自行车专卖店,061208
2117,B0FFK8E1Y0,爱玛电动车,宋河大道与真源大道交叉口东北150米,"115.492637,33.883673",河南省,周口市,鹿邑县,13460099231,购物服务;专卖店;自行车专卖店,061208
2118,B0FFK5OCYO,爱玛电动车,011县道南50米,"114.805032,33.738037",河南省,周口市,淮阳县,[],购物服务;购物相关场所;购物相关场所,060000
2119,B0FFK4NHOA,爱玛电动车,康庄大道南50米,"114.794198,33.314584",河南省,周口市,项城市,[],购物服务;专卖店;自行车专卖店,061208
2120,B0FFK19BI2,爱玛电动车(梅沟店),207省道东50米,"115.461536,33.806807",河南省,周口市,鹿邑县,[],购物服务;购物相关场所;购物相关场所,060000
2121,B0FFJL6A4I,爱玛电动车,106国道东50米,"114.864498,33.674760",河南省,周口市,淮阳县,[],购物服务;专卖店;自行车专卖店,061208
2122,B0FFJA0DRL,爱玛电动车,[],"115.142841,33.347582",河南省,周口市,沈丘县,13803945434,购物服务;购物相关场所;购物相关场所,060000
2123,B0FFJ3G8AZ,爱玛电动车宗申车辆,市钱店镇南街路西315号,"115.140356,33.556370",河南省,周口市,郸城县,13803943231,购物服务;购物相关场所;购物相关场所,060000
2124,B0FFJ2UXH9,爱玛电动车,VIVO智能手机专卖店,"115.119143,33.594558",河南省,周口市,郸城县,[],购物服务;专卖店;自行车专卖店,061208
2125,B0FFIZSOS3,爱玛电动车(马头专卖店),马头镇联华购物广场旁(马西小学附近),"115.046335,34.172587",河南省,周口市,太康县,[],购物服务;专卖店;自行车专卖店,061208
2126,B0FFIZ7DVF,爱玛电动车,005县道与311国道交叉口东200米,"114.944663,33.960650",河南省,周口市,太康县,[],购物服务;专卖店;自行车专卖店,061208
2127,B0FFIYRN55,爱玛电动车,永丰南北大道北段附近,"114.848897,33.348045",河南省,周口市,项城市,[],购物服务;专卖店;自行车专卖店,061208
2128,B0FFIRQJB5,爱玛电动车,026县道西50米,"114.452510,33.510056",河南省,周口市,商水县,[],购物服务;专卖店;自行车专卖店,061208
2129,B0FFIKMDOZ,爱玛电动车,004乡道西50米,"115.278569,33.270752",河南省,周口市,沈丘县,[],购物服务;专卖店;自行车专卖店,061208
2130,B0FFI2FBP8,爱玛电动车,008县道东50米张集乡客运站附近,"115.023394,33.963792",河南省,周口市,太康县,[],购物服务;专卖店;自行车专卖店,061208
2131,B0FFI1QZW4,爱玛电动车,026县道与238省道交叉口东150米,"114.336226,33.595122",河南省,周口市,商水县,[],购物服务;专卖店;自行车专卖店,061208
2132,B0FFHYJ1KK,爱玛电动车,洺南街道财源小学北200米路东,"115.259071,33.546647",河南省,周口市,郸城县,[],购物服务;专卖店;自行车专卖店,061208
2133,B0FFHSN0VM,爱玛电动车,箕城路西50米,"114.533747,33.801560",河南省,周口市,西华县,[],购物服务;专卖店;自行车专卖店,061208
2134,B0FFHS7ZCB,爱玛电动车(清华车行),238省道东50米,"115.214299,33.306976",河南省,周口市,沈丘县,[],购物服务;专卖店;自行车专卖店,061208
2135,B0FFHRWJPX,爱玛电动车(朱口专卖店),326省道北50米,"115.066273,34.099093",河南省,周口市,太康县,[],购物服务;专卖店;自行车专卖店,061208
2136,B0FFHR8UHL,爱玛电动车(贾滩专卖店),交通路贾滩镇中心小学,"115.490333,33.951245",河南省,周口市,鹿邑县,13939411863,购物服务;专卖店;自行车专卖店,061208
