,activeCity,appHotLevel,cityAbbrCode,cityAreaCode,cityEnName,cityId,cityLevel,cityName,cityOrderId,cityPyName,directURL,gLat,gLng,overseasCity,parentCityId,provinceId,scenery,standardEnName,tuanGouFlag
2,True,1,CS,0512,changshu,417,100,常熟,712,changshu,,31.65355,120.75239,False,6,10,False,,1
3,True,1,CZ,0519,changzhou,93,100,常州,714,changzhou,,31.810077,119.974454,False,0,10,False,,1
4,True,1,DF,0515,dafeng,846,100,大丰区,872,dafeng,,33.20107,120.50102,False,97,10,False,,1
5,True,1,DY,0511,danyang,864,100,丹阳市,968,danyang,,32.01006,119.60621,False,98,10,False,,1
6,True,0,DH,0518,donghai,836,100,东海县,1112,donghai,,34.54237,118.75303,False,95,10,False,,1
7,True,1,DT,0515,dongtai,845,100,东台市,1130,dongtai,,32.86713,120.32107,False,97,10,False,,1
8,True,0,FX,0516,fengxian,833,100,丰县,1320,fengxian,,34.69396,116.59532,False,92,10,False,,1
9,True,1,FN,0515,funingxian,848,100,阜宁县,1432,funing,,33.75931,119.80258,False,97,10,False,,1
10,True,0,GY,0518,ganyu,834,100,赣榆区,1498,ganyu,,34.8412,119.17329,False,95,10,False,,1
11,True,0,GC,025,gaochun,827,100,高淳区,1522,gaochun,,0.0,0.0,False,5,10,False,,1
12,True,1,GY,0514,gaoyou,426,100,高邮市,1550,gaoyou,,32.78146,119.45902,False,12,10,False,,1
13,True,0,GN,0518,guannan,837,100,灌南县,1682,guannan,,34.0873,119.31563,False,95,10,False,,1
14,True,0,GY,0518,guanyun,835,100,灌云县,1686,guanyun,,34.284,119.23928,False,95,10,False,,1
15,True,1,HAS,0513,haian,862,100,海安市,1768,haianshi,,32.53369,120.46726,False,94,10,False,,1
16,True,1,HM,0513,haimen,857,100,海门市,1790,haimen,,31.89365,121.17063,False,94,10,False,,1
17,True,0,HZ,0517,hongze,843,100,洪泽区,1986,hongze,,33.29426,118.87334,False,96,10,False,,1
18,True,1,HA,0517,huaian,96,100,淮安,2082,huaian,,33.611084,119.015755,False,0,10,False,,1
19,True,1,JW,0516,jiawang,4476,100,贾汪区,2326,jiawang,,0.0,0.0,False,92,10,False,jiawang,1
20,True,1,JH,0515,jianhu,851,100,建湖县,2340,jianhu,,33.46406,119.79858,False,97,10,False,,1
21,True,0,JD,0514,jiangdu,425,100,江都区,2372,jiangdu,,32.4345927,119.5704613,False,12,10,False,,1
22,True,1,JY,0510,jiangyin,427,100,江阴,2388,jiangyin,,31.92005,120.2854,False,13,10,False,,1
23,True,0,JY,0523,jiangyan,855,100,姜堰区,2398,jiangyan,,32.5071889,120.1284461,False,99,10,False,,1
24,True,0,JH,0517,jinhu,841,100,金湖县,2438,jinhu,,33.02551,119.02052,False,96,10,False,,1
25,True,1,JT,0519,jintan,866,100,金坛区,2454,jintan,,31.72322,119.59794,False,93,10,False,,1
26,True,1,JJ,0523,jingjian,853,100,靖江,2538,jingjiang,,32.01494,120.27454,False,99,10,False,,1
27,True,1,JR,0511,jurong,865,100,句容市,2576,jurong,,31.94482,119.16864,False,98,10,False,,1
28,True,1,KS,0512,kunshan,416,100,昆山,2782,kunshan,,31.387641,120.982604,False,6,10,False,,1
29,True,0,LS,025,lishuixian,415,100,溧水区,2996,lishuixian,,0.0,0.0,False,5,10,False,,1
30,True,1,LY,0519,liyang,867,100,溧阳,2998,liyang,,31.41586,119.4846,False,93,10,False,,1
31,True,1,LYG,0518,lianyuangang,95,100,连云港,3010,lianyungang,,34.600018,119.178821,False,0,10,False,,1
32,True,0,LS,0517,lianshui,844,100,涟水县,3014,lianshui,,33.78098,119.26089,False,96,10,False,,1
33,True,0,LZ,0512,luzhi,3599,100,甪直,3296,luzhi,,31.26663,120.86309,False,6,10,True,,1
34,True,1,NJ,025,nanjing,5,2,南京,3792,nanjing,,32.058365,118.796468,False,0,10,False,,1
35,True,1,NT,0513,nantong,94,100,南通,3814,nantong,,31.979997,120.894324,False,0,10,False,,1
36,True,0,PX,0516,peixian,832,100,沛县,3964,peixian,,34.75963,116.93673,False,92,10,False,,1
37,True,1,PZ,0516,pizhou,828,100,邳州市,3988,pizhou,,34.33897,118.01241,False,92,10,False,,1
38,True,1,QD,0513,qidong,858,100,启东市,4166,qidong,,31.79424,121.65508,False,94,10,False,,1
39,True,0,RD,0513,rudong,861,100,如东县,4400,rudong,,32.3155606,121.1875404,False,94,10,False,,1
40,True,1,RG,0513,rugao,860,100,如皋市,4402,rugao,,32.37157,120.5738,False,94,10,False,,1
41,True,1,SY,0515,sheyang,847,100,射阳县,4628,sheyang,,33.75874,120.23013,False,97,10,False,,1
42,True,1,SY,0527,shuyang,838,100,沭阳县,4774,shuyang,,34.1112,118.80457,False,100,10,False,,1
43,True,0,SH,0527,sihong,840,100,泗洪县,4854,sihong,,33.4762,118.22388,False,100,10,False,,1
44,True,0,SY,0527,siyang,839,100,泗阳县,4862,siyang,,33.72211,118.70347,False,100,10,False,,1
45,True,1,SUZ,0512,suzhou,6,2,苏州,4900,suzhou,,31.297779,120.585586,False,0,10,False,,1
46,True,1,SQ,0527,suqian,100,100,宿迁,4910,suqian,,33.962083,118.275289,False,0,10,False,,1
47,True,0,SN,0516,szsuining,831,100,睢宁县,4918,suining,,33.91274,117.94108,False,92,10,False,,1
48,True,1,TC,0512,taicang,420,100,太仓,5006,taicang,,31.45868,121.13003,False,6,10,False,,1
49,True,1,TX,0523,taixing,854,100,泰兴市,5038,taixing,,32.17191,120.052,False,99,10,False,,1
50,True,1,TZ,0523,taizhou,99,100,泰州,5040,taizhou,,32.456584,119.923046,False,0,10,False,,1
51,True,0,TMH,0519,tianmuhu,3598,100,天目湖,5108,tianmuhu,,31.33227,119.44668,False,867,10,True,,1
52,True,0,TZ,0513,tongzhou,859,100,通州区,5166,tongzhou,,32.0641765,121.0740081,False,94,10,False,,1
53,True,0,TL,0512,tongli,3600,100,同里,5172,tongli,,31.149,120.72243,False,419,10,True,,1
54,True,1,WX,0510,wuxi,13,2,无锡,5472,wuxi,,31.566148,120.303027,False,0,10,False,,1
55,True,0,WJ,0512,wujiang,419,100,吴江,5478,wujiang,,31.1378165,120.645363,False,6,10,False,,1
56,True,1,XS,0515,xiangshui,850,100,响水县,5748,xiangshui,,34.19922,119.57837,False,97,10,False,,1
57,True,1,XY,0516,xinyi,829,100,新沂市,5866,xinyi,,34.36944,118.35449,False,92,10,False,,1
58,True,1,XH,0523,xinghua,856,100,兴化市,5898,xinghua,,32.91041,119.85272,False,99,10,False,,1
59,True,0,XY,0517,xuyi,842,100,盱眙县,5944,xuyi,,33.01215,118.54461,False,96,10,False,,1
60,True,1,XZ,0516,xuzhou,92,100,徐州,5950,xuzhou,,34.259827,117.19108,False,0,10,False,,1
61,True,1,YC,0515,yancheng,97,100,盐城,6066,yancheng,,33.347416,120.163544,False,0,10,False,,1
62,True,1,YZ,0511,yangzhong,863,100,扬中市,6090,yangzhong,,32.23579,119.79705,False,98,10,False,,1
63,True,1,YZ,0514,yangzhou,12,3,扬州,6092,yangzhou,,32.394237,119.412854,False,0,10,False,,1
64,True,1,YZ,0514,yizheng,424,100,仪征市,6188,yizheng,,32.27227,119.18465,False,12,10,False,,1
65,True,1,YX,0510,yixing,428,100,宜兴,6220,yixing,,31.34042,119.82346,False,13,10,False,,1
66,True,1,ZJG,0512,zhangjiagang,418,100,张家港,6556,zhangjiagang,,31.87555,120.55551,False,6,10,False,,1
67,True,1,ZJ,0511,zhenjiang,98,100,镇江,6614,zhenjiang,,32.199789,119.456928,False,0,10,False,,1
68,True,1,ZZ,0512,zhouzhuang,3511,100,周庄,6704,zhouzhuang,,31.128896,120.839781,False,416,10,True,,1
0,True,1,AJ,0572,anji,875,100,安吉县,146,anji,,30.63833,119.68033,False,103,11,False,,1
1,True,1,CN,0577,cangnan,911,100,苍南,600,cangnan,,27.51743,120.42631,False,101,11,False,,1
2,True,1,CX,0572,changxing,873,100,长兴县,694,changxing,,31.02667,119.91113,False,103,11,False,,1
3,True,0,CS,0570,changshan,889,100,常山县,710,changshan,,28.9013341,118.5113415,False,106,11,False,,1
4,True,0,CA,0571,chunan,872,100,淳安县,812,chunan,,29.608665,119.0419602,False,3,11,False,,1
5,True,1,CX,0574,cixi,421,100,慈溪,820,cixi,,30.16963,121.26646,False,11,11,False,,1
6,True,0,DS,0580,daishan,881,100,岱山县,948,daishan,,30.24367,122.205,False,107,11,False,,1
7,True,1,DQ,0572,deqing,874,100,德清县,1028,deqing,,30.5427,119.97728,False,103,11,False,,1
8,True,1,DY,0579,dongyang,894,100,东阳,1142,dongyang,,29.2898,120.24158,False,105,11,False,,1
9,True,0,DT,0577,dongtou,910,100,洞头区,1152,dongtou,,0.0,0.0,False,101,11,False,,1
10,True,1,FH,0574,fenghua,422,100,奉化,1348,fenghua,,29.65503,121.40686,False,11,11,False,,1
11,True,0,FCJ,0571,fuchunjiang,3601,100,富春江,1444,fuchunjiang,,29.70885,119.65004,False,871,11,True,,1
12,True,1,FYH,0571,fuyangfy,869,100,富阳区,1466,fuyangfy,,30.04885,119.96043,False,3,11,False,,1
13,True,1,HN,0573,haining,877,100,海宁市,1794,haining,,30.51154,120.68023,False,102,11,False,,1
14,True,0,HY,0573,haiyan,880,100,海盐县,1802,haiyan,,30.5257519,120.9465224,False,102,11,False,,1
15,True,1,HZ,0571,hangzhou,3,2,杭州,1842,hangzhou,,30.273497,120.155249,False,0,11,False,,1
16,True,0,HD,0579,hengdian,3606,100,横店,1946,hengdian,,29.15592,120.2876,False,894,11,True,,1
17,True,1,HZ,0572,huzhou,103,100,湖州,2004,huzhou,,30.89436,120.086818,False,0,11,False,,1
18,True,1,JS,0573,jiashan,879,100,嘉善县,2300,jiashan,,30.83101,120.92594,False,102,11,False,,1
19,True,1,JX,0573,jiaxing,102,100,嘉兴,2304,jiaxing,,30.753924,120.758543,False,0,11,False,,1
20,True,0,JD,0571,jiande,870,100,建德市,2338,jiande,,29.4747138,119.2812666,False,3,11,False,,1
21,True,1,JS,0570,jianshan,888,100,江山市,2386,jiangshan,,28.73724,118.62699,False,106,11,False,,1
22,True,1,JH,0579,jinhua,105,100,金华,2440,jinhua,,29.079164,119.647422,False,0,11,False,,1
23,True,0,JY,0578,jinyun,913,100,缙云县,2490,jinyun,,28.65928,120.09158,False,109,11,False,,1
24,True,0,JN,0578,jingning,919,100,景宁畲族自治县,2528,jingning,,27.9732,119.63581,False,109,11,False,,1
25,True,0,KH,0570,kaihua,890,100,开化县,2634,kaihua,,29.1366513,118.4160917,False,106,11,False,,1
26,True,0,KQ,0575,shaoxingxian,886,100,柯桥区,2692,keqiao,,30.08189,120.49476,False,104,11,False,,1
27,True,1,LX,0579,lanxi,892,100,兰溪市,2846,lanxi,,29.20838,119.46051,False,105,11,False,,1
28,True,1,LS,0578,lishui,109,100,丽水,2972,lishui,,28.451695,119.916875,False,0,11,False,,1
29,True,1,LA,0571,linan,868,100,临安,3070,linan,,30.23383,119.7248,False,3,11,False,,1
30,True,1,LH,0576,linhai,898,100,临海市,3080,linhai,,28.85845,121.1449,False,108,11,False,,1
31,True,0,LQ,0578,liuquan,912,100,龙泉市,3204,longquan,,28.07434,119.14168,False,109,11,False,,1
32,True,0,LY,0570,liuyou,891,100,龙游县,3214,longyou,,29.0282863,119.172512,False,106,11,False,,1
33,True,0,MGS,0572,moganshan,3605,100,莫干山,3670,moganshan,,30.59936,119.90129,False,874,11,True,,1
34,True,1,NB,0574,ningbo,11,2,宁波,3870,ningbo,,29.868336,121.54399,False,0,11,False,,1
35,True,1,NH,0574,ninghai,2308,100,宁海,3882,ninghai,,29.28807,121.42961,False,11,11,False,,1
36,True,0,PA,0579,panan,897,100,磐安县,3958,panan,,29.05403,120.45022,False,105,11,False,,1
37,True,1,PH,0573,pinghu,876,100,平湖市,4020,pinghu,,30.67707,121.01542,False,102,11,False,,1
38,True,1,PY,0577,pingyang,908,100,平阳,4052,pingyang,,27.66184,120.56588,False,101,11,False,,1
39,True,0,PJ,0579,pujiang,896,100,浦江县,4102,pujiang,,29.45252,119.89215,False,105,11,False,,1
40,True,0,PTS,0580,putuoshan,3608,100,普陀山,4128,putuoshan,,29.98311,122.38374,False,107,11,True,,1
41,True,0,QDH,0571,qiandaohu,3602,100,千岛湖,4172,qiandaohu,,29.60687,119.07813,False,872,11,True,,1
42,True,0,QT,0578,qingtian,914,100,青田县,4246,qingtian,,28.13987,120.28955,False,109,11,False,,1
43,True,0,QY,0578,lsqingyuan,918,100,庆元县,4296,qingyuan,,27.61913,119.06266,False,109,11,False,,1
44,True,1,QZ,0570,quzhou,106,100,衢州,4332,quzhou,,28.935883,118.874018,False,0,11,False,,1
45,True,1,RA,0577,ruian,904,100,瑞安,4418,ruian,,27.77844,120.65511,False,101,11,False,,1
46,True,0,SM,0576,sanmen,900,100,三门县,4484,sanmen,,29.10467,121.39568,False,108,11,False,,1
47,True,1,SY,0575,shangyu,884,100,上虞区,4600,shangyu,,30.03218,120.86846,False,104,11,False,,1
48,True,1,SX,0575,shaoxing,104,100,绍兴,4620,shaoxing,,29.995762,120.586109,False,0,11,False,,1
49,True,0,SS,0580,shengsi,882,100,嵊泗县,4696,shengsi,,30.72573,122.45137,False,107,11,False,,1
50,True,1,SZ,0575,shengzhou,885,100,嵊州市,4698,shengzhou,,29.56114,120.83075,False,104,11,False,,1
51,True,0,SY,0578,songyang,917,100,松阳县,4876,songyang,,28.44867,119.48153,False,109,11,False,,1
52,True,0,SC,0578,suicang,916,100,遂昌县,4946,suichang,,28.59215,119.27618,False,109,11,False,,1
53,True,1,TZ,0576,zhejiangtaizhou,108,100,台州,5002,taizhou,,28.828501,121.175834,False,0,11,False,,1
54,True,0,TS,0577,taishun,909,100,泰顺县,5036,taishun,,0.0,0.0,False,101,11,False,,1
55,True,0,TMS,0571,tianmushan,3603,100,天目山,5110,tianmushan,,30.19866,119.497445,False,868,11,True,,1
56,True,0,TT,0576,tiantai,901,100,天台县,5118,tiantai,,29.14456,121.00667,False,108,11,False,,1
57,True,0,TL,0571,tonglu,871,100,桐庐县,5182,tonglu,,29.7925471,119.6923199,False,3,11,False,,1
58,True,1,TX,0573,tongxiang,878,100,桐乡市,5184,tongxiang,,30.63025,120.56495,False,102,11,False,,1
59,True,1,WL,0576,wenling,899,100,温岭市,5362,wenling,,28.3718,121.38599,False,108,11,False,,1
60,True,1,WZ,0577,wenzhou,101,100,温州,5374,wenzhou,,27.994243,120.699355,False,0,11,False,,1
61,True,0,WC,0577,wencheng,907,100,文成县,5380,wencheng,,0.0,0.0,False,101,11,False,,1
62,True,1,WZ,0573,wuzhen,3513,100,乌镇,5458,wuzhen,,30.7426,120.48776,False,878,11,True,,1
63,True,0,WY,0579,wuyixian,895,100,武义县,5558,wuyixian,,28.89261,119.81647,False,105,11,False,,1
64,True,1,XT,0573,xitang,3512,100,西塘,5620,xitang,,30.93879,120.89132,False,879,11,True,,1
65,True,0,XD,0578,xiandu,3614,100,仙都,5688,xiandu,,28.697437,120.127893,False,913,11,True,,1
66,True,0,XJ,0576,xianju,902,100,仙居县,5690,xianju,,28.84683,120.72881,False,108,11,False,,1
67,True,1,XS,0574,xiangshan,2309,100,象山,5754,xiangshan,,29.47665,121.86932,False,11,11,False,,1
68,True,0,XC,0575,xincang,887,100,新昌县,5800,xinchang,,29.499705,120.9040215,False,104,11,False,,1
69,True,1,YQ,0577,yueqing,905,100,乐清,5994,yueqing,,28.11295,120.98537,False,101,11,False,,1
70,True,0,YDS,0577,yandangshan,3604,100,雁荡山,6088,yandangshan,,28.35771,121.14392,False,905,11,True,,1
71,True,1,YW,0579,yiwu,385,100,义乌,6238,yiwu,,29.306841,120.075058,False,105,11,False,,1
72,True,0,YJ,0577,yongjia,906,100,永嘉县,6330,yongjia,,0.0,0.0,False,101,11,False,,1
73,True,1,YK,0579,yongkang,893,100,永康,6334,yongkang,,28.88851,120.04731,False,105,11,False,,1
74,True,1,YY,0574,yuyao,423,100,余姚,6392,yuyao,,30.03711,121.15434,False,11,11,False,,1
75,True,1,YH,0576,yuhuan,903,100,玉环市,6416,yuhuan,,28.13589,121.23164,False,108,11,False,,1
76,True,0,YH,0578,yunhe,915,100,云和县,6486,yunhe,,28.11591,119.5734,False,109,11,False,,1
77,True,1,ZH,0574,zhenhai,4475,100,镇海区,6612,zhenhai,,0.0,0.0,False,11,11,False,zhenhai,1
78,True,1,ZS,0580,zhoushan,107,100,舟山,6694,zhoushan,,29.985444,122.206596,False,0,11,False,,1
79,True,0,ZJJ,0580,zhujiajian,3607,100,朱家尖,6706,zhujiajian,,29.91669,122.3929,False,107,11,True,,1
80,True,1,ZJ,0575,zhuji,883,100,诸暨,6714,zhuji,,29.71364,120.23632,False,104,11,False,,1
0,True,1,AQ,0556,anqing,117,100,安庆,164,anqing,,30.524961,117.05673,False,0,12,False,,1
1,True,1,BB,0552,bengbu,112,100,蚌埠,364,bengbu,,32.916282,117.38971,False,0,12,False,,1
2,True,1,BZ,0558,bozhou,124,100,亳州,510,bozhou,,33.844582,115.778676,False,0,12,False,,1
3,True,0,CF,0551,changfeng,920,100,长丰县,662,changfeng,,32.47796,117.16766,False,110,12,False,,1
4,True,1,CH,0551,chaohu,122,100,巢湖,716,chaohu,,31.62329,117.88937,False,110,12,False,,1
5,True,1,CZ,0566,chizhou,125,100,池州,766,chizhou,,30.674219,117.495707,False,0,12,False,,1
6,True,1,CZ,0550,chuzhou,119,100,滁州,798,chuzhou,,32.301556,118.317107,False,0,12,False,,1
7,True,1,DTQ,0554,datongqu,3503,100,大通区,910,datongqu,,32.63149,117.05335,False,113,12,False,,1
8,True,0,DT,0555,dangtou,946,100,当涂县,978,dangtu,,31.57103,118.49791,False,114,12,False,,1
9,True,0,DS,0557,dangshan,923,100,砀山县,986,dangshan,,34.44274,116.36659,False,121,12,False,,1
10,True,0,DY,0550,dingyuan,944,100,定远县,1094,dingyuan,,32.53093,117.69856,False,119,12,False,,1
11,True,0,DZ,0566,dongzhi,972,100,东至县,1148,dongzhi,,30.11115,117.02762,False,125,12,False,,1
12,True,0,FC,0553,fancang,948,100,繁昌县,1262,fanchang,,31.10174,118.19865,False,111,12,False,,1
13,True,0,FD,0551,feidong,921,100,肥东县,1286,feidong,,31.8875476,117.4693966,False,110,12,False,,1
14,True,0,FX,0551,feixi,922,100,肥西县,1288,feixi,,31.7067272,117.157962,False,110,12,False,,1
15,True,0,FT,0554,fengtai,939,100,凤台县,1340,fengtai,,32.70946,116.71077,False,113,12,False,,1
16,True,0,FY,0550,fengyangxian,945,100,凤阳县,1346,fengyangxian,,32.8753,117.53213,False,119,12,False,,1
17,True,0,FN,0558,funan,934,100,阜南县,1430,funan,,32.65944,115.59585,False,120,12,False,,1
18,True,1,FY,0558,fuyang,120,100,阜阳,1440,fuyang,,32.890124,115.814144,False,0,12,False,,1
19,True,0,GZ,0552,guzhen,938,100,固镇县,1666,guzhen,,33.31769,117.31666,False,112,12,False,,1
20,True,0,GD,0563,guangde,977,100,广德县,1700,guangde,,30.8938,119.41705,False,126,12,False,,1
21,True,0,GY,0558,woyang,928,100,涡阳县,1754,guoyang,,33.49285,116.21581,False,124,12,False,,1
22,True,0,HS,0555,hanshan,970,100,含山县,1810,hanshan,,31.73544,118.10142,False,114,12,False,,1
23,True,1,HF,0551,hefei,110,3,合肥,1848,hefei,,31.865779,117.286983,False,0,12,False,,1
24,True,0,HX,0555,hexian,971,100,和县,1884,hexian,,31.7422,118.35367,False,114,12,False,,1
25,True,0,HC,0559,hongcun,3610,100,宏村,1976,hongcun,,23.0473,114.27935,False,961,12,True,,1
26,True,0,HN,0556,huaining,952,100,怀宁县,2072,huaining,,30.73381,116.82974,False,117,12,False,,1
27,True,0,HY,0552,huaiyuan,936,100,怀远县,2080,huaiyuan,,32.9701,117.20514,False,112,12,False,,1
28,True,1,HB,0561,huaibei,115,100,淮北,2084,huaibei,,33.955479,116.798218,False,0,12,False,,1
29,True,1,HN,0554,huainan,113,100,淮南,2088,huainan,,32.625397,116.999958,False,0,12,False,,1
30,True,1,HS,0559,huangshan,118,100,黄山,2120,huangshan,,30.113961,118.1698,False,0,12,False,,1
31,True,0,HQ,0564,huoqiu,964,100,霍邱县,2188,huoqiu,,32.3532,116.27823,False,123,12,False,,1
32,True,0,HS,0564,huoshan,967,100,霍山县,2190,huoshan,,31.39279,116.33269,False,123,12,False,,1
33,True,0,JX,0563,jixixian,980,100,绩溪县,2216,jixixian,,30.06758,118.57844,False,126,12,False,,1
34,True,0,JS,0558,jieshou,931,100,界首市,2430,jieshou,,33.25718,115.37451,False,120,12,False,,1
35,True,0,JZ,0564,jinzhai,966,100,金寨县,2468,jinzhai,,31.72719,115.93418,False,123,12,False,,1
36,True,0,JX,0563,jingxianxian,978,100,泾县,2500,jingxian,,30.68853,118.4197,False,126,12,False,,1
37,True,0,JD,0563,jingde,979,100,旌德县,2510,jingde,,30.29765,118.55031,False,126,12,False,,1
38,True,0,JHS,0566,jiuhuashan,3612,100,九华山,2556,jiuhuashan,,30.47732,117.80035,False,974,12,True,,1
39,True,0,LA,0550,laian,942,100,来安县,2802,laian,,32.45217,118.4358,False,119,12,False,,1
40,True,0,LX,0563,langxi,976,100,郎溪县,2866,langxi,,31.12656,119.1795,False,126,12,False,,1
41,True,0,LX,0558,lixin,930,100,利辛县,2988,lixin,,33.14951,116.18431,False,124,12,False,,1
42,True,0,LQ,0558,linquan,932,100,临泉县,3090,linquan,,33.0397,115.26312,False,120,12,False,,1
43,True,0,LB,0557,lingbi,925,100,灵璧县,3132,lingbi,,33.55465,117.54943,False,121,12,False,,1
44,True,1,LA,0564,liuan,123,100,六安,3176,liuan,,31.74501,116.505686,False,0,12,False,,1
45,True,0,LJ,0551,lujian,968,100,庐江县,3266,lujiang,,31.25661,117.28806,False,110,12,False,,1
46,True,1,MAS,0555,maanshan,114,100,马鞍山,3412,maanshan,,31.696788,118.504657,False,0,12,False,,1
47,True,0,MC,0558,mengcheng,929,100,蒙城县,3556,mengcheng,,33.26584,116.5645,False,124,12,False,,1
48,True,1,MG,0550,mingguang,940,100,明光市,3648,mingguang,,32.78543,118.02201,False,119,12,False,,1
49,True,0,NL,0553,nanling,949,100,南陵县,3800,nanling,,30.91465,118.33405,False,111,12,False,,1
50,True,0,NG,0563,ningguo,975,100,宁国市,3880,ningguo,,30.63375,118.98316,False,126,12,False,,1
51,True,0,QM,0559,qimen,962,100,祁门县,4142,qimen,,29.8541,117.71718,False,118,12,False,,1
52,True,0,QSS,0556,qianshan,954,100,潜山市,4194,qianshanshi,,30.63109,116.58128,False,117,12,False,,1
53,True,0,QY,0566,qingyangxian,974,100,青阳县,4252,qingyangxian,,30.63935,117.84749,False,125,12,False,,1
54,True,0,QJ,0550,quanjiao,943,100,全椒县,4334,quanjiao,,32.08537,118.27331,False,119,12,False,,1
55,True,0,ST,0566,shitai,973,100,石台县,4744,shitai,,30.21026,117.48619,False,125,12,False,,1
56,True,0,SX,0554,shouxian,963,100,寿县,4760,shouxian,,32.55661,116.79946,False,113,12,False,,1
57,True,0,SC,0564,shucheng,965,100,舒城县,4768,shucheng,,31.46209,116.94877,False,123,12,False,,1
58,True,0,SX,0557,sixian,926,100,泗县,4860,sixian,,33.48363,117.91028,False,121,12,False,,1
59,True,0,SS,0556,susong,956,100,宿松县,4912,susong,,30.15373,116.12921,False,117,12,False,,1
60,True,1,SZ,0557,anhuisuzhou,121,100,宿州,4916,suzhou,,33.639394,116.985301,False,0,12,False,,1
61,True,0,SX,0561,suixi,927,100,濉溪县,4922,suixi,,33.91537,116.7662,False,115,12,False,,1
62,True,0,SX,0559,hsxixian,959,100,歙县,4966,shexian,,29.86122,118.41526,False,118,12,False,,1
63,True,0,TH,0558,taihe,933,100,太和县,5012,taihe,,33.16028,115.62192,False,120,12,False,,1
64,True,0,TH,0556,taihu,955,100,太湖县,5014,taihu,,30.4547,116.30894,False,117,12,False,,1
65,True,1,TC,0550,tianchang,941,100,天长市,5094,tianchang,,32.66798,119.00489,False,119,12,False,,1
66,True,0,TZS,0556,tianzhushan,3609,100,天柱山,5122,tianzhushan,,30.66365,116.51011,False,954,12,True,,1
67,True,1,TC,0556,tongcheng,951,100,桐城市,5180,tongcheng,,31.05192,116.95061,False,117,12,False,,1
68,True,1,TL,0562,tongling,116,100,铜陵,5194,tongling,,30.94453,117.810841,False,0,12,False,,1
69,True,0,WJ,0556,wangjian,957,100,望江县,5292,wangjiang,,30.12442,116.69423,False,117,12,False,,1
70,True,0,WW,0553,wuweixian,969,100,无为县,5470,wuweixian,,31.30317,117.90224,False,111,12,False,,1
71,True,1,WH,0553,wuhu,111,100,芜湖,5486,wuhu,,31.33879,118.385156,False,0,12,False,,1
72,True,0,WHX,0553,wuhuxian,947,100,芜湖县,5488,wuhuxian,,31.13479,118.57529,False,111,12,False,,1
73,True,0,WH,0552,wuhe,937,100,五河县,5498,wuhe,,33.12697,117.88127,False,112,12,False,,1
74,True,0,XD,0559,xidi,3611,100,西递,5590,xidi,,29.89227,117.97309,False,961,12,True,,1
75,True,0,XX,0557,xiaoxian,924,100,萧县,5758,xiaoxian,,34.18876,116.94724,False,121,12,False,,1
76,True,0,XN,0559,xiuning,960,100,休宁县,5930,xiuning,,29.78912,118.19918,False,118,12,False,,1
77,True,1,XC,0563,xuancheng,126,100,宣城,5964,xuancheng,,30.940718,118.758816,False,0,12,False,,1
78,True,0,YX,0559,hsyixian,961,100,黟县,6184,yixian,,29.92477,117.93845,False,118,12,False,,1
79,True,0,YAQ,0562,yianqu,950,100,义安区,6234,yianqu,,30.95271,117.79146,False,116,12,False,,1
80,True,0,YS,0558,yingshang,935,100,颍上县,6302,yingshang,,32.65318,116.25677,False,120,12,False,,1
81,True,0,YX,0556,yuexi,958,100,岳西县,6472,yuexi,,30.84939,116.35999,False,117,12,False,,1
82,True,0,ZY,0562,zongyang,953,100,枞阳县,6510,zongyang,,30.70034,117.22011,False,116,12,False,,1
0,True,0,AX,0595,anxi,1012,100,安溪县,182,anxi,,25.05578,118.1864,False,129,13,False,,1
1,True,1,CL,0591,changle,981,100,长乐,668,changle,,25.96283,119.52324,False,14,13,False,,1
2,True,0,CT,0596,changtai,1019,100,长泰县,686,changtai,,0.0,0.0,False,130,13,False,,1
3,True,0,CT,0597,changting,1025,100,长汀县,690,changting,,25.83348,116.35757,False,132,13,False,,1
4,True,0,DT,0598,datian,1002,100,大田县,906,datian,,25.69261,117.84713,False,128,13,False,,1
5,True,0,DH,0595,dehua,1014,100,德化县,1012,dehua,,25.49257,118.24126,False,129,13,False,,1
6,True,0,DS,0596,dongshan,1020,100,东山县,1128,dongshan,,0.0,0.0,False,130,13,False,,1
7,True,0,FA,0593,fuan,1030,100,福安市,1390,fuan,,27.088,119.6477,False,133,13,False,,1
8,True,1,FD,0593,fuding,1031,100,福鼎,1392,fuding,,27.32436,120.21671,False,133,13,False,,1
9,True,1,FQ,0591,fuqing,433,100,福清,1402,fuqing,,25.72027,119.38405,False,14,13,False,,1
10,True,1,FZ,0591,fuzhou,14,2,福州,1408,fuzhou,,26.074286,119.296579,False,0,13,False,,1
11,True,0,GT,0593,gutian,1036,100,古田县,1648,gutian,,26.57762,118.74606,False,133,13,False,,1
12,True,0,GLY,0592,gulangyu,3613,100,鼓浪屿,1656,gulangyu,,24.44432,118.06668,False,15,13,True,,1
13,True,0,GZ,0599,guangze,994,100,光泽县,1690,guangze,,27.54107,117.33387,False,131,13,False,,1
14,True,0,HA,0596,huaan,1023,100,华安县,2020,huaan,,0.0,0.0,False,130,13,False,,1
15,True,0,HA,0595,huian,1011,100,惠安县,2156,huian,,25.03065,118.79695,False,129,13,False,,1
16,True,0,JN,0598,jianning,1007,100,建宁县,2342,jianning,,26.83081,116.84606,False,128,13,False,,1
