,code,name,address,tel,gps,level,openTime,isClose,pcode,ccode,dcode,p,c,d,longitude,latitude
1670,A0318020E01,景县雅迪服务站,景安大街302号,15030808587,"116.279951,37.698224",一网,8：00-19：00,1,130000,131100,131127,河北省,衡水市,景县,116.279951,37.698224
1671,A0318012E01,富强西路雅迪专卖店,富强西路雅迪电动车旁,03184624622,"116.158072,37.874983",一网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.158072,37.874983
1672,A0318012F01,古城镇雅迪专卖店,古城镇政府西60米路北,13932802701,"116.284275,37.892579",二网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.284275,37.892579
1673,A0318012F02,崔庙镇雅迪专卖店,崔庙镇医院斜对面路北,15075846080,"116.429445,37.925037",二网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.429445,37.925037
1674,A0318012F03,王集镇雅迪专卖店,王集雅迪专卖店,15833286298,"116.430138,37.968268",二网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.430138,37.968268
1675,A0318012F04,霞口镇雅迪专卖店,霞口雅迪专卖店,15833839378,"116.552408,37.983479",二网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.552408,37.983479
1676,A0318012F05,王海村雅迪专卖店,王海村雅迪电动车,18731831055,"116.476506,37.989671",二网,8：00-19：00,1,130000,131100,131128,河北省,衡水市,阜城县,116.476506,37.989671
1683,A0318027F01,官道李西雅迪专卖店,官道李西头路东,13315827867,"115.433995,37.691378",二网,8：00-19：00,1,130000,131100,131181,河北省,衡水市,冀州市,115.433995,37.691378
1684,A0318027F02,码头李雅迪专卖店,码头李移动公司南邻,13833831400,"115.34423,37.600215",二网,8：00-19：00,1,130000,131100,131181,河北省,衡水市,冀州市,115.34423,37.600215
1685,A0318027E01,冀州和平西路雅迪专卖店,河北衡水市冀州和平西路48号,03188627999,"115.582192,37.5534",一网,8：00-19：00,1,130000,131100,131181,河北省,衡水市,冀州市,115.582192,37.5534
1686,A0318027E02,冀州市雅迪专卖店,冀州市迎宾南大街138号,13784846999,"115.578355,37.552029",一网,8：00-19：00,1,130000,131100,131181,河北省,衡水市,冀州市,115.578355,37.552029
1687,A0318023E01,深州雅迪专卖店,深州市永安大街菜市场西门口路东,03183260088,"115.556455,38.014176",一网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.556455,38.014176
1688,A0318023F01,深州雅迪专卖店,唐奉商业街西头路南,13613187790,"115.521865,38.125557",二网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.521865,38.125557
1689,A0318023F02,深州双井雅迪专卖店,双井商业街,15233003311,"115.494236,38.108661",二网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.494236,38.108661
1690,A0318023F03,深州西蒲疃雅迪专卖店,西蒲疃路西,15175870659,"115.556868,38.131196",二网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.556868,38.131196
1691,A0318023F04,深州辰时雅迪专卖店,辰时商业街北头路西,13932802558,"115.705776,38.062912",二网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.705776,38.062912
1692,A0318026F01,大麻森村雅迪专卖店,衡水市桃城区麻森乡大麻森村,13315865288,"115.699131,37.806782",二网,8：00-19：00,1,130000,131100,131182,河北省,衡水市,深州市,115.699131,37.806782
1698,A0351009E06,长风街雅迪专卖店,长风街68号附近,03517181559,"112.588959,37.823491",一网,7：30-21：00,1,140000,140100,140105,山西省,太原市,小店区,112.588959,37.823491
1699,A0351009E08,体育路同苑小区雅迪专卖店,体育路同苑小对面137号,03518337191,"112.55086359,37.89027705",一网,8：00-19：30,1,140000,140100,140105,山西省,太原市,小店区,112.55086359,37.89027705
1700,A0351009E09,体育路电动车市场雅迪专卖店,体育路电动车大卖场体育路124附近,13753483033,"112.575871,37.837851",一网,9：00-19：00,1,140000,140100,140105,山西省,太原市,小店区,112.575871,37.837851
1701,A0351009E11,张北商贸城雅迪专卖店,北张购物广场A座和B座之间,15934141824,"112.587477,37.798519",一网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.587477,37.798519
1702,A0351009F07,北格镇信用社旁雅迪专卖店,北格镇信用社旁,15135086828,"112.545564,37.641671",二网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.545564,37.641671
1703,A0351009F08,许坦东街雅迪专卖店,许坦东街（颐和家园-北门右边）,13007086857,"112.620045,37.808195",二网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.620045,37.808195
1704,A0351009F13,体育路电动车市场雅迪专卖店,体育路电动车大卖场南通道,13100145378,"112.575875,37.837855",二网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.575875,37.837855
1705,A0351009F15,真武路万马仕雅迪专卖店,太原市小店区真武路万马仕南300米路西（臻品羊蝎子火锅(真武路店)南隔壁）,13100016001,"112.582536,37.745554",二网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.582536,37.745554
1706,A0351009F16,昌盛街雅迪专卖店,昌盛街40号雅迪专卖店,13546302584,"112.58252,37.74524",二网,8：00-20：00,1,140000,140100,140105,山西省,太原市,小店区,112.58252,37.74524
1707,A0351009E04,顶好雅迪专卖店1店,杏花岭顶好电动车市场（喜德盛自行车中间通道第二家）,15235111811,"112.597677,37.89129",一网,8：00-19：30,1,140000,140100,140107,山西省,太原市,杏花岭区,112.597677,37.89129
1708,A0351009E10,解放路雅迪专卖店2店,杏花岭解放路万达广场对面（与一店隔了几家店）,13753176073,"112.560835,37.888634",一网,8：00-19：30,1,140000,140100,140107,山西省,太原市,杏花岭区,112.560835,37.888634
1709,A0351009F06,古交县雅迪专卖店,西街道与金牛大街交口,13834562312,"112.174637,37.919397",二网,8：00-20：00,1,140000,140100,140107,山西省,太原市,杏花岭区,112.174637,37.919397
1710,A0351009F01,迎新街雅迪专卖店,尖草坪迎新街（农村商业银行(迎兰储蓄所)东边200米左右）,13293902488,"112.532275,37.957302",二网,8：00-20：00,1,140000,140100,140108,山西省,太原市,尖草坪区,112.532275,37.957302
1711,A0351009F02,中北大学雅迪专卖店,尖草坪中北大学南门（正对面）,13643698110,"112.448931,38.016084",二网,8：00-20：00,1,140000,140100,140108,山西省,太原市,尖草坪区,112.448931,38.016084
1712,A0351009F09,十六中雅迪雅迪专卖店,晋源十六中西峪西街雅迪店,15234159668,"112.51009,37.81505",二网,8：00-20：00,1,140000,140100,140108,山西省,太原市,尖草坪区,112.51009,37.81505
1713,A0351009F11,摄乐村雅迪专卖店,尖草坪摄乐村雅迪专卖店（摄乐村村委会20-30米）,18734169986,"112.503267,37.920216",二网,7：00-22：00,1,140000,140100,140108,山西省,太原市,尖草坪区,112.503267,37.920216
1714,A0351009F12,118社区雅迪专卖店,杏花岭118小坡地,15535187737,"112.575591,37.933584",二网,8：00-19：30,1,140000,140100,140108,山西省,太原市,尖草坪区,112.575591,37.933584
1715,A0351009F10,和平南路雅迪专卖店,万柏林和平南路175号（中国电子科技集团公司第二研究所往南50米）,13994207884,"112.515814,37.850355",二网,8：00-20：00,1,140000,140100,140109,山西省,太原市,万柏林区,112.515814,37.850355
1716,A0351009E07,顶好市场雅迪专卖店2店,杏花岭顶好电动车市场,13643601994,"112.597395,37.891768",一网,8：00-19：30,1,140000,140100,140110,山西省,太原市,晋源区,112.597395,37.891768
1717,A0351009F03,小王村雅迪专卖店,万柏林万博摩托电动车市场B122号（台铃电动车旁）,13633474328,"112.532581,37.840634",二网,8：00-20：00,1,140000,140100,140110,山西省,太原市,晋源区,112.532581,37.840634
1718,A0351009E02,清徐雅迪专卖店,太原市清徐县文源路中段72号,13015307306,"112.357122 ,37.61246",一网,8：00-19：30,1,140000,140100,140121,山西省,太原市,清徐县,112.357122 ,37.61246
1719,A0351009F04,清徐徐沟雅迪专卖店,徐沟汽车站旁往西200米,15034062487,"112.526551,37.563369",二网,8：00-19：30,1,140000,140100,140121,山西省,太原市,清徐县,112.526551,37.563369
1720,A0351009F05,娄烦县雅迪专卖店,娄烦县移民东区,13303408762,"111.821938,38.080898",二网,8：00-20：00,1,140000,140100,140123,山西省,太原市,娄烦县,111.821938,38.080898
1721,A0352019E02,同泉路雅迪,山西省大同市南郊区同泉路,13834264742,"113.194328,40.050921",一网,8：00-19：00,1,140000,140200,140202,山西省,大同市,城区,113.194328,40.050921
1722,A0352021E02,东信广场雅迪,山西省大同市南郊区永泰南路,13133122466,"113.307343,40.057244",一网,8：00-19：00,1,140000,140200,140202,山西省,大同市,城区,113.307343,40.057244
1723,A0352026E01,西环路雅迪,山西省大同市南郊区西环路辅路,18636264848,"113.284666,40.071184",一网,8：00-19：00,1,140000,140200,140202,山西省,大同市,城区,113.284666,40.071184
1724,A0352015E01,平泉路雅迪,山西省大同市南郊区新泉路,03524206068,"113.174378,40.004475",一网,8：00-19：00,1,140000,140200,140211,山西省,大同市,南郊区,113.174378,40.004475
1725,A0352019E01,平德路雅迪,山西省大同市南郊区平德路,03527317789,"113.229231,40.021579",一网,8：00-19：00,1,140000,140200,140211,山西省,大同市,南郊区,113.229231,40.021579
1726,A0352020E01,大同市城区永海摩托车配件经销部,山西省大同市城区拥军东路,13835251864,"113.283184,40.119426",一网,8：00-19：00,1,140000,140200,140211,山西省,大同市,南郊区,113.283184,40.119426
1727,A0352009E01,大南街雅迪,山西省大同市阳高县大南街58号,03526624589,"113.76309,40.367444",一网,8：00-19：00,1,140000,140200,140221,山西省,大同市,阳高县,113.76309,40.367444
1728,A0352025E01,天镇县大通车行,山西省大同市天镇县西大街,03526829329,"114.091758,40.42589",一网,8：00-19：00,1,140000,140200,140222,山西省,大同市,天镇县,114.091758,40.42589
1729,A0352008E01,新建雅迪专卖店,新建路（中国邮政储蓄银行(新建路支行)西面）,03528825560,"114.23936,39.450525",一网,8：00-20：00,1,140000,140200,140223,山西省,大同市,广灵县,114.23936,39.450525
1730,A0352008F01,南村镇雅迪专卖店,广灵南村镇（南村镇工商所服务大厅）,13934827550,"114.114031,39.76294",二网,8：00-20：00,1,140000,140200,140223,山西省,大同市,广灵县,114.114031,39.76294
1731,A0352010E01,新华街雅迪,山西省大同市灵丘县新华街,03528601546,"114.25011,39.446123",一网,8：00-19：00,1,140000,140200,140224,山西省,大同市,灵丘县,114.25011,39.446123
1732,A0352023E01,浑源县雅迪专卖店,山西省大同市浑源县永安西街,13403646668,"113.693684,39.702768",一网,8：00-19：00,1,140000,140200,140225,山西省,大同市,浑源县,113.693684,39.702768
1733,A0352022E01,左云县雅迪专卖店,山西省大同市左云县北门街,13613404876,"112.714217,40.012985",一网,8：00-19：00,1,140000,140200,140226,山西省,大同市,左云县,112.714217,40.012985
1734,A0352021E01,大同市大北街雅迪专卖店,山西省大同市城区大北街83,18635292155,"113.308365,40.102055",一网,8：00-19：00,1,140000,140200,230606,山西省,大同市,大同区,113.308365,40.102055
1735,A0353001E01,阳泉雅迪,山西省阳泉市南大街南庄路5号桥,13835348800,"113.596143,37.850764",一网,8：00-19：00,1,140000,140300,140202,山西省,阳泉市,城区,113.596143,37.850764
1736,A0353002E01,平定雅迪,山西省阳泉市平定县平阳路,13935306978,"113.65368,37.79392",一网,8：00-19：00,1,140000,140300,140321,山西省,阳泉市,平定县,113.65368,37.79392
1737,A0353003E01,盂县雅迪,山西省阳泉市盂县秀水西街国税局对面,13994525398,"113.403978,38.09348",一网,8：00-19：00,1,140000,140300,140322,山西省,阳泉市,盂县,113.403978,38.09348
1738,A0355002E01,长治雅迪,英雄南路街道英雄南路南营小区3号楼,15534508992,"113.112944,36.179278",一网,8：00-19：00,1,140000,140400,140202,山西省,长治市,城区,113.112944,36.179278
1739,A0355017F01,城区南街雅迪,山西省长治市英雄南路36号,13223656377,"113.116089,36.185493",二网,8：00-19：00,1,140000,140400,140202,山西省,长治市,城区,113.116089,36.185493
1740,A0355017E03,城区桥北雅迪,山西省长治市英雄北街,18203557001,"113.12459,36.206025",一网,8：00-19：00,1,140000,140400,140202,山西省,长治市,城区,113.12459,36.206025
1741,A0355017F11,余庄雅迪,山西省长治市郊区余庄村,13133355852,"113.040708,36.222038",二网,8：00-19：00,1,140000,140400,140311,山西省,长治市,郊区,113.040708,36.222038
1742,A0355017F23,西旺雅迪,山西省长治市郊区西旺村,13994636527,"113.09673,36.263983",二网,8：00-19：00,1,140000,140400,140311,山西省,长治市,郊区,113.09673,36.263983
1743,A0355017F06,荫城镇雅迪,长治市长治县荫城镇红旗路雅迪店,13835558589,"113.124474,35.963117",二网,8：00-19：00,1,140000,140400,140421,山西省,长治市,长治县,113.124474,35.963117
1744,A0355017F12,高河雅迪,山西省长治市长治县高河村,13994650847,"113.020068,36.155609",二网,8：00-19：00,1,140000,140400,140421,山西省,长治市,长治县,113.020068,36.155609
1745,A0355017F13,八义雅迪,山西省长治市长治县八义镇,13097661866,"113.028565,35.9704",二网,8：00-19：00,1,140000,140400,140421,山西省,长治市,长治县,113.028565,35.9704
1746,A0355017F08,襄垣雅迪,山西省长治市襄垣县府前东街,15333685999,"113.056878,36.538028",二网,8：00-19：00,1,140000,140400,140423,山西省,长治市,襄垣县,113.056878,36.538028
1747,A0355017F24,后堡雅迪,山西省长治市襄垣县后堡镇,13453536398,"112.976421,36.448263",二网,8：00-19：00,1,140000,140400,140423,山西省,长治市,襄垣县,112.976421,36.448263
1748,A0355017F25,西营雅迪,山西省长治市襄垣县西营镇,13994655243,"113.088381,36.723193",二网,8：00-19：00,1,140000,140400,140423,山西省,长治市,襄垣县,113.088381,36.723193
1749,A0355017F03,屯留县雅迪,山西省长治市屯留县建设北路,15234686611,"112.890947,36.318875",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.890947,36.318875
1750,A0355017F09,上村雅迪,山西省长治市屯留县上村镇,13834307113,"113.009511,36.331301",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,113.009511,36.331301
1751,A0355017F10,常村矿雅迪,山西省长治市屯留县常村矿,13015460413,"112.993415,36.368725",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.993415,36.368725
1752,A0355017F14,丰宜雅迪,山西省长治市屯留县丰宜镇,15935548007,"112.743959,36.247185",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.743959,36.247185
1753,A0355017F15,李高雅迪,山西省长治市屯留县李高乡,13133359702,"112.950735,36.264919",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.950735,36.264919
1754,A0355017F16,驼坊雅迪,山西省长治市屯留县驼坊村,13015466574,"112.965086,36.222956",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.965086,36.222956
1755,A0355017F28,常村雅迪,山西省长治市屯留县常村,15234555988,"112.984055,36.368412",二网,8：00-19：00,1,140000,140400,140424,山西省,长治市,屯留县,112.984055,36.368412
1756,A0355017F05,黎城县雅迪,山西省长治市黎城县桥南街大自然购物中心雅迪旗舰店,13509757605,"113.392527,36.510612",二网,8：00-19：00,1,140000,140400,140426,山西省,长治市,黎城县,113.392527,36.510612
1757,A0355017F19,西井雅迪,山西省长治市黎城县西井村,13834786710,"113.420065,36.749932",二网,8：00-19：00,1,140000,140400,140426,山西省,长治市,黎城县,113.420065,36.749932
1758,A0355017F20,东崖底雅迪,山西省长治市黎城县东崖底村,15934372359,"113.458713,36.809362",二网,8：00-19：00,1,140000,140400,140426,山西省,长治市,黎城县,113.458713,36.809362
1759,A0355017E01,长钢雅迪,山西省长治市长钢雅迪店,13453517665,"113.050315,36.368202",一网,8：00-19：00,1,140000,140400,140427,山西省,长治市,壶关县,113.050315,36.368202
1760,A0355017E06,壶关县雅迪,山西省长治市壶关县雅迪电动车,13934304142,"113.215618,36.121149",一网,8：00-19：00,1,140000,140400,140427,山西省,长治市,壶关县,113.215618,36.121149
1761,A0355017F07,厂北雅迪,山西省长治市区郊区厂北街道,13934309072,"113.128112,36.315641",二网,8：00-19：00,1,140000,140400,140427,山西省,长治市,壶关县,113.128112,36.315641
1762,A0355017F02,长子县雅迪,长治市慈林东街实验小学对面,13934294335,"112.889584,36.121277",二网,8：00-19：00,1,140000,140400,140428,山西省,长治市,长子县,112.889584,36.121277
1763,A0355017F17,鲍店雅迪,山西省长治市长子县鲍店镇,13834777949,"112.872783,36.254371",二网,8：00-19：00,1,140000,140400,140428,山西省,长治市,长子县,112.872783,36.254371
1764,A0355017F18,西南呈雅迪,山西省长治市长子县西南呈村,13835591608,"112.983415,36.077119",二网,8：00-19：00,1,140000,140400,140428,山西省,长治市,长子县,112.983415,36.077119
1765,A0355017F26,慈林雅迪,山西省长治市长子县慈林镇,15135568408,"112.926179,35.987969",二网,8：00-19：00,1,140000,140400,140428,山西省,长治市,长子县,112.926179,35.987969
1766,A0355017E05,武乡县雅迪,山西省长治市武乡雅迪,15303559277,"112.875883,36.840677",一网,8：00-19：00,1,140000,140400,140429,山西省,长治市,武乡县,112.875883,36.840677
1767,A0355017F27,故城雅迪,山西省长治市武乡县古城镇,13994604519,"112.676239,36.948326",二网,8：00-19：00,1,140000,140400,140429,山西省,长治市,武乡县,112.676239,36.948326
1768,A0355017E04,沁县雅迪,山西省长治市沁县雅迪,13934053899,"112.704191,36.765246",一网,8：00-19：00,1,140000,140400,140430,山西省,长治市,沁县,112.704191,36.765246
1769,A0355017E02,沁源县雅迪,山西省长治市沁源县沁河镇胜利路,13994665232,"112.344944,36.500705",一网,8：00-19：00,1,140000,140400,140431,山西省,长治市,沁源县,112.344944,36.500705
1770,A0355017F21,郭道雅迪,山西省长治市沁源县郭道,13593284880,"112.323771,36.67791",二网,8：00-19：00,1,140000,140400,140431,山西省,长治市,沁源县,112.323771,36.67791
1771,A0355017F22,王陶雅迪,山西省长治市沁源县王陶,13100059721,"112.203438,36.884318",二网,8：00-19：00,1,140000,140400,140431,山西省,长治市,沁源县,112.203438,36.884318
1772,A0355017F04,潞城市雅迪,山西省长治市潞城市中华东街25号,13834797722,"113.241503,36.334438",二网,8：00-19：00,1,140000,140400,140481,山西省,长治市,潞城市,113.241503,36.334438
1773,A0356002F10,山西省晋城市周村雅迪店,周村镇周村中学旁,15364566272,"112.628993,35.47896",二网,7：00-19：00,1,140000,140500,140202,山西省,晋城市,城区,112.628993,35.47896
1774,A0356002E03,山西省晋城市城区雅迪,山西省晋城市城区新市西街2310号,17803406866,"112.836048,35.503955",一网,7：00-19：00,1,140000,140500,140500,山西省,晋城市,,112.836048,35.503955
1775,A0356002F02,沁水县雅迪,山西省晋城市沁水县电业局西100米,18335655100,"112.190579,35.695279",二网,7：00-19：00,1,140000,140500,140521,山西省,晋城市,沁水县,112.190579,35.695279
1776,A0356002F05,端氏雅迪,端氏镇南街雅迪专卖店（邮局对面）,13835654617,"112.527448,35.679966",二网,7：00-19：00,1,140000,140500,140521,山西省,晋城市,沁水县,112.527448,35.679966
1777,A0356002F12,山西加丰剑锋雅迪店,加丰汽车站,13834930155,"112.532303,35.572861",二网,7：00-19：00,1,140000,140500,140521,山西省,晋城市,沁水县,112.532303,35.572861
1778,A0356002F01,阳城县雅迪,晋城阳城县南河口东100米雅迪电动车,13096552891,"112.435394,35.483963",二网,7：00-19：00,1,140000,140500,140522,山西省,晋城市,阳城县,112.435394,35.483963
1779,A0356002F11,山西省晋城市北留雅迪店,北留镇迎宾街146号,13935610578,"112.578045,35.485894",二网,7：00-19：00,1,140000,140500,140522,山西省,晋城市,阳城县,112.578045,35.485894
1780,A0356002F13,山西润城镇雅迪店,润城镇沁河大道,13834314254,"112.535907,35.499317",二网,7：00-19：00,1,140000,140500,140522,山西省,晋城市,阳城县,112.535907,35.499317
1781,A0356002F03,陵川县雅迪,陵川县赛尔圣西侧雅迪电动车,13834328858,"113.290153,35.780841",二网,7：00-19：00,1,140000,140500,140524,山西省,晋城市,陵川县,113.290153,35.780841
1782,A0356002F14,山西省晋城市西河底雅迪店,西河底派出所西50米,13593325149,"113.095827,35.63083",二网,7：00-19：00,1,140000,140500,140524,山西省,晋城市,陵川县,113.095827,35.63083
1783,A0356002F16,山西省陵川县礼义镇,陵川县礼义镇礼沙路路东,13935633690,"113.132798,35.810665",二网,7：00-19：00,1,140000,140500,140524,山西省,晋城市,陵川县,113.132798,35.810665
1784,A0356002F04,大阳雅迪,山西省晋城市泽州县大阳镇西门口向东150米,13068057644,"112.804472,35.670549",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.804472,35.670549
1785,A0356002F06,高都雅迪,高都镇中学东100米,13935615676,"112.968749,35.602254",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.968749,35.602254
1786,A0356002F07,三家店雅迪,巴公镇三家店村雅迪专卖店,15333469288,"112.893063,35.68066",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.893063,35.68066
1787,A0356002F08,山西省晋城市巴公雅迪店,巴公镇巴原街,13835690588,"112.906636,35.624569",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.906636,35.624569
1788,A0356002F09,山西省晋城市东沟雅迪店,东沟段都路边,13223566385,"112.752489,35.593511",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.752489,35.593511
1789,A0356002F15,山西省晋城市下村雅迪店,下村镇原菜市场,13294562988,"112.748772,35.65227",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.748772,35.65227
1790,A0356002F17,山西省晋城市北义城雅迪店,泽州县北义城镇商业街50号,15235642199,"112.96316,35.644016",二网,7：00-19：00,1,140000,140500,140525,山西省,晋城市,泽州县,112.96316,35.644016
1791,A0356001E01,高平市雅迪,高平市玄氏东街1510号,13513562345,"112.939936,35.796829",一网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.939936,35.796829
1792,A0356001F02,山西省高平市三甲镇雅迪店,山西省高平市三甲镇,13834913342,"112.977747,35.853092",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.977747,35.853092
1793,A0356001F03,山西省高平市马村文明雅迪专卖店,山西省高平市马村,13834910900,"112.827133,35.734558",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.827133,35.734558
1794,A0356001F04,山西省高平市原村乡雅迪店,山西省高平市原村乡,18234666988,"112.823432,35.765392",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.823432,35.765392
1795,A0356001F05,山西省高平市野川镇雅迪店,山西省高平市野川镇,13753639733,"112.853518,35.797725",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.853518,35.797725
1796,A0356001F06,山西省高平市云泉雅迪专卖店,山西省高平市云泉,13111263337,"113.021619,35.802736",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,113.021619,35.802736
1797,A0356001F07,山西省高平市陈区雅迪专卖店,山西省高平市陈区,15103563418,"113.047404,35.855011",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,113.047404,35.855011
1798,A0356001F08,山西省高平市米山镇雅迪专卖店,山西省高平市米山镇,13152965527,"112.980075,35.773129",二网,8：00-19：00,1,140000,140500,140581,山西省,晋城市,高平市,112.980075,35.773129
1799,A0349009E01,开发南路雅迪专卖店雅迪专卖店,开发区南路雅迪专卖店,18635999688,"112.448622,39.332248",一网,7：30-19：30,1,140000,140600,140602,山西省,朔州市,朔城区,112.448622,39.332248
1800,A0349006E01,平鲁区新城西街雅迪专卖店,新城西街71-1,18903495561,"112.290954,39.520708",一网,7：30-20：00,1,140000,140600,140603,山西省,朔州市,平鲁区,112.290954,39.520708
1801,A0349011E01,火车站路雅迪专卖店,旧街火车站路山阴雅迪专卖店（山阴农村商业银行斜对面）,18103496320,"112.836729,39.522853",一网,7：30-19：30,1,140000,140600,140621,山西省,朔州市,山阴县,112.836729,39.522853
1802,A0349007E01,电业局巷雅迪专卖店,电业局巷雅迪专卖店,13333493372,"112.475884,39.995746",一网,7：40-19：30,1,140000,140600,140623,山西省,朔州市,右玉县,112.475884,39.995746
1803,A0349013E01,迪仁里路雅迪专卖店,仁里路08号（新东亚电器对面）雅迪专卖店,03493025395,"113.104567,39.833099",一网,7：30-19：30,1,140000,140600,140624,山西省,朔州市,怀仁县,113.104567,39.833099
1804,A0354013E01,榆次北田雅迪,山西省晋中市榆次区花园路3号,18635444448,"112.751814,37.689245",一网,8：00-19：00,1,140000,140700,140702,山西省,晋中市,榆次区,112.751814,37.689245
1805,A0354013F01,榆次花园路雅迪,山西省晋中市榆次区北田镇加油站北300米,18635444448,"112.778406,37.588489",二网,8：00-19：00,1,140000,140700,140702,山西省,晋中市,榆次区,112.778406,37.588489
1806,A0354007E01,榆社雅迪,山西省晋中市榆社县迎春南路31号,13903447255,"112.978999,37.06994",一网,8：00-19：00,1,140000,140700,140721,山西省,晋中市,榆社县,112.978999,37.06994
1807,A0354015E01,左权雅迪,山西省晋中市左权县宏远街米兰小镇41号商铺,15003544454,"113.373028,37.083276",一网,8：00-19：00,1,140000,140700,140722,山西省,晋中市,左权县,113.373028,37.083276
1808,A0354009E01,寿阳雅迪,山西省晋中市寿阳县福田路雅迪专卖店,13935414954,"113.187354,37.895299",一网,8：00-19：00,1,140000,140700,140725,山西省,晋中市,寿阳县,113.187354,37.895299
1809,A0354012E01,东阳雅迪,山西省晋中市榆次区东阳镇东清路钢儿车行,13383442488,"112.691154,37.547346",一网,8：00-19：00,1,140000,140700,140726,山西省,晋中市,太谷县,112.691154,37.547346
1810,A0354018E01,太谷雅迪,山西省晋中市太谷县新建路阳光城市花园,15935412688,"112.571865,37.42726",一网,8：00-19：00,1,140000,140700,140726,山西省,晋中市,太谷县,112.571865,37.42726
1811,A0354005E01,祁县雅迪,山西省晋中市祁县民生巷23号北1室,03545521313,"112.334696,37.366758",一网,8：00-19：00,1,140000,140700,140727,山西省,晋中市,祁县,112.334696,37.366758
1812,A0354005F01,东观永红车行,祁县东观镇信用社对面,03545312905,"112.456988,37.394083",二网,8：00-19：00,1,140000,140700,140727,山西省,晋中市,祁县,112.456988,37.394083
1813,A0354002F06,介休市香乐雅迪专卖店,山西省晋中市平遥县香乐乡香乐村,13835499446,"111.989687,37.243469",二网,8：00-20：00,1,140000,140700,140728,山西省,晋中市,平遥县,111.989687,37.243469
1814,A0354003E01,平遥雅迪,山西省晋中市平遥县顺城路9号,13703547686,"112.175487,37.211705",一网,8：00-19：00,1,140000,140700,140728,山西省,晋中市,平遥县,112.175487,37.211705
1815,A0354002F02,王家大院雅迪,山西省灵石县王家大院静升医院南60米,13994580151,"111.889077,36.903016",二网,8：00-20：00,1,140000,140700,140729,山西省,晋中市,灵石县,111.889077,36.903016
1816,A0354002F28,灵石市南关雅迪,灵石县南关镇兴顺市雅迪专卖店,13753465984,"111.680414,36.707852",二网,8：00-19：00,1,140000,140700,140729,山西省,晋中市,灵石县,111.680414,36.707852
1817,A0354002F01,张兰雅迪,山西省介休市张兰镇加油站斜对面,13700559070,"112.079948,37.136293",二网,8：00-20：00,1,140000,140700,140781,山西省,晋中市,介休市,112.079948,37.136293
1818,A0354002F03,介休市万户堡镇雅迪专卖店,山西省晋中市介休市义安镇万户堡小学对面,13994597326,"111.966588,37.153307",二网,8：00-20：00,1,140000,140700,140781,山西省,晋中市,介休市,111.966588,37.153307
1819,A0354002F04,介休市北辛武雅迪专卖店,山西省晋中市介休市义安镇辛武村信用社南,13994596244,"112.01642,37.135143",二网,8：00-20：00,1,140000,140700,140781,山西省,晋中市,介休市,112.01642,37.135143
1820,A0354002F05,介休市武屯雅迪专卖店,山西省介休市连福镇武屯村十字路口南100米,13233021406,"112.051346,37.096351",二网,8：00-20：00,1,140000,140700,140781,山西省,晋中市,介休市,112.051346,37.096351
